step,scenario,avg_income,idle_rate,movement_rate,matching_rate,congestion_frequency,avg_heatmap,recent_payoff_mean,avg_queue,expired_orders,rider_concentration_hhi,strategy_conservative,strategy_imitator,strategy_crowd_avoider,strategy_explorer
22,demand_only,5.88,0.36,0.52,0.6066350710900474,0.37,0.24833333333333332,6.074946737913024,0.83,16.0,0.014699999999999998,0.24,0.24,0.215,0.305
23,demand_only,5.715,0.38,0.485,0.6262626262626263,0.4,0.22833333333333333,6.002957390330419,0.74,22.0,0.01455,0.26,0.21,0.235,0.295
24,demand_only,6.01,0.33999999999999997,0.59,0.5972850678733032,0.33,0.32400000000000007,6.004365912264335,0.89,15.0,0.014900000000000002,0.25,0.22,0.265,0.265
25,demand_only,5.88,0.36,0.52,0.6095238095238096,0.41,0.3525,5.979492729811468,0.82,20.0,0.01515,0.22,0.205,0.255,0.32
26,demand_only,5.76,0.37,0.54,0.5943396226415094,0.35,0.302,5.935594183849175,0.86,21.0,0.016200000000000003,0.24,0.225,0.23,0.305
27,demand_only,5.88,0.36,0.52,0.5638766519823789,0.39,0.23428571428571424,5.92447534707934,0.99,23.0,0.014599999999999997,0.26,0.21,0.22,0.31
28,demand_only,6.68,0.27,0.62,0.6320346320346321,0.37,0.25666666666666665,6.075580277663471,0.85,22.0,0.013900000000000001,0.22,0.3,0.185,0.295
29,demand_only,5.87,0.36,0.53,0.5953488372093023,0.41,0.22428571428571423,6.034464222130778,0.87,27.0,0.014700000000000001,0.225,0.265,0.22,0.29
30,demand_only,6.11,0.33999999999999997,0.49,0.6376811594202898,0.37,0.3525,6.049571377704622,0.75,21.0,0.01465,0.275,0.215,0.265,0.245
31,demand_only,6.39,0.30500000000000005,0.56,0.6376146788990825,0.37,0.2683333333333333,6.117657102163698,0.79,18.0,0.0149,0.26,0.23,0.225,0.285
32,demand_only,6.385,0.30500000000000005,0.565,0.6405529953917051,0.36,0.2583333333333333,6.17112568173096,0.78,17.0,0.015099999999999999,0.245,0.2,0.275,0.28
33,demand_only,5.45,0.4,0.55,0.5454545454545454,0.38,0.22999999999999993,6.026900545384767,1.0,19.0,0.014300000000000002,0.27,0.295,0.215,0.22
34,demand_only,6.09,0.33999999999999997,0.51,0.5546218487394958,0.41,0.306,6.039520436307814,1.06,15.0,0.014,0.21,0.25,0.225,0.315
35,demand_only,6.06,0.33999999999999997,0.54,0.6376811594202898,0.39,0.27199999999999996,6.043616349046252,0.75,35.0,0.013649999999999999,0.235,0.255,0.23,0.28
36,demand_only,5.265,0.41500000000000004,0.585,0.6,0.44,0.19999999999999996,5.887893079237001,0.78,20.0,0.0143,0.23,0.235,0.235,0.3
37,demand_only,6.09,0.32999999999999996,0.61,0.6411483253588517,0.38,0.37,5.928314463389602,0.75,17.0,0.01515,0.26,0.21,0.185,0.345
38,demand_only,6.22,0.31000000000000005,0.68,0.71875,0.37,0.3475,5.986651570711681,0.54,22.0,0.014999999999999998,0.19,0.28,0.24,0.29
39,demand_only,6.425,0.30000000000000004,0.575,0.6698564593301436,0.38,0.3340000000000001,6.074321256569346,0.69,12.0,0.0151,0.21,0.225,0.27,0.295
40,demand_only,5.08,0.43500000000000005,0.57,0.5978835978835979,0.44,0.21666666666666667,5.875457005255477,0.76,10.0,0.015200000000000002,0.28,0.245,0.23,0.245
41,demand_only,5.41,0.4,0.59,0.6417112299465241,0.42,0.23333333333333336,5.782365604204381,0.67,29.0,0.014450000000000003,0.185,0.26,0.26,0.295
42,demand_only,5.855,0.355,0.595,0.6231884057971014,0.41,0.25,5.7968924833635045,0.78,10.0,0.015449999999999998,0.21,0.215,0.25,0.325
43,demand_only,5.335,0.405,0.615,0.5920398009950248,0.39,0.24,5.704513986690804,0.82,21.0,0.016050000000000005,0.22,0.24,0.25,0.29
44,demand_only,5.875,0.355,0.575,0.5972222222222222,0.38,0.312,5.7386111893526435,0.87,22.0,0.01625,0.245,0.23,0.285,0.24
45,demand_only,5.335,0.41000000000000003,0.565,0.6020408163265306,0.42,0.25799999999999995,5.657888951482115,0.78,20.0,0.014650000000000003,0.225,0.245,0.25,0.28
46,demand_only,5.03,0.43999999999999995,0.57,0.6666666666666666,0.47,0.3025,5.532311161185692,0.56,31.0,0.0148,0.27,0.21,0.285,0.235
47,demand_only,5.35,0.41000000000000003,0.55,0.5870646766169154,0.46,0.26833333333333337,5.495848928948553,0.83,16.0,0.014599999999999998,0.29,0.26,0.185,0.265
48,demand_only,6.38,0.30000000000000004,0.62,0.6511627906976745,0.34,0.24999999999999997,5.6726791431588435,0.75,18.0,0.014250000000000002,0.23,0.23,0.265,0.275
49,demand_only,5.955,0.345,0.595,0.6298076923076923,0.4,0.304,5.729143314527075,0.77,19.0,0.015400000000000004,0.23,0.27,0.22,0.28
50,demand_only,6.02,0.33499999999999996,0.63,0.6855670103092784,0.37,0.278,5.78731465162166,0.61,22.0,0.015500000000000002,0.28,0.2,0.205,0.315
51,demand_only,5.685,0.375,0.565,0.6476683937823834,0.43,0.3675,5.766851721297328,0.68,15.0,0.01465,0.275,0.235,0.245,0.245
52,demand_only,5.51,0.4,0.49,0.631578947368421,0.45,0.278,5.715481377037864,0.7,17.0,0.01415,0.3,0.175,0.28,0.245
53,demand_only,5.285,0.42000000000000004,0.515,0.5658536585365853,0.38,0.21142857142857138,5.62938510163029,0.89,13.0,0.0162,0.31,0.185,0.23,0.275
54,demand_only,5.505,0.39,0.595,0.5781990521327014,0.37,0.2466666666666667,5.604508081304233,0.89,26.0,0.015250000000000001,0.17,0.25,0.265,0.315
55,demand_only,6.06,0.33499999999999996,0.59,0.5782608695652174,0.33,0.26666666666666666,5.695606465043386,0.97,19.0,0.014900000000000002,0.255,0.26,0.225,0.26
56,demand_only,5.645,0.375,0.605,0.5364806866952789,0.35,0.32000000000000006,5.68548517203471,1.08,24.0,0.014649999999999998,0.23,0.26,0.195,0.315
57,demand_only,6.305,0.31000000000000005,0.595,0.552,0.33,0.2428571428571428,5.809388137627768,1.12,28.0,0.015399999999999999,0.235,0.25,0.27,0.245
58,demand_only,5.925,0.355,0.525,0.5536480686695279,0.36,0.24166666666666667,5.832510510102214,1.04,24.0,0.014750000000000001,0.31,0.205,0.225,0.26
59,demand_only,6.13,0.32999999999999996,0.57,0.6118721461187214,0.36,0.24333333333333335,5.892008408081772,0.85,31.0,0.014799999999999997,0.25,0.255,0.255,0.24
60,demand_only,6.42,0.30000000000000004,0.58,0.625,0.35,0.2733333333333333,5.997606726465418,0.84,25.0,0.014700000000000001,0.24,0.185,0.26,0.315
61,demand_only,6.04,0.345,0.51,0.6036866359447005,0.33,0.312,6.006085381172333,0.86,23.0,0.014899999999999998,0.2,0.235,0.26,0.305
62,demand_only,5.11,0.43500000000000005,0.54,0.5947368421052631,0.46,0.21833333333333332,5.826868304937867,0.77,27.0,0.014600000000000002,0.235,0.195,0.3,0.27
63,demand_only,6.07,0.33499999999999996,0.58,0.6273584905660378,0.41,0.30200000000000005,5.875494643950294,0.79,16.0,0.014399999999999996,0.19,0.225,0.315,0.27
64,demand_only,6.075,0.33499999999999996,0.575,0.6157407407407407,0.39,0.30200000000000005,5.915395715160235,0.83,14.0,0.01465,0.21,0.265,0.255,0.27
65,demand_only,5.605,0.385,0.545,0.6089108910891089,0.43,0.335,5.853316572128188,0.79,15.0,0.015450000000000002,0.27,0.21,0.215,0.305
66,demand_only,5.545,0.38,0.655,0.6294416243654822,0.42,0.28800000000000003,5.791653257702551,0.73,26.0,0.015549999999999998,0.215,0.23,0.265,0.29
67,demand_only,6.12,0.32999999999999996,0.58,0.6733668341708543,0.39,0.29200000000000004,5.8573226061620405,0.65,20.0,0.013049999999999999,0.26,0.25,0.235,0.255
68,demand_only,5.845,0.36,0.555,0.6183574879227053,0.36,0.308,5.854858084929633,0.79,12.0,0.016649999999999998,0.255,0.245,0.275,0.225
69,demand_only,5.915,0.35,0.585,0.6341463414634146,0.43,0.28200000000000003,5.866886467943707,0.75,15.0,0.015300000000000001,0.225,0.24,0.275,0.26
70,demand_only,6.575,0.29000000000000004,0.525,0.6484018264840182,0.35,0.41,6.008509174354966,0.77,20.0,0.015650000000000004,0.245,0.19,0.31,0.255
71,demand_only,5.52,0.385,0.63,0.5942028985507246,0.4,0.3,5.910807339483972,0.84,20.0,0.016950000000000003,0.19,0.235,0.265,0.31
72,demand_only,6.09,0.33499999999999996,0.56,0.5911111111111111,0.39,0.312,5.9466458715871795,0.92,15.0,0.0148,0.235,0.25,0.27,0.245
73,demand_only,6.46,0.30000000000000004,0.54,0.6481481481481481,0.39,0.302,6.0493166972697425,0.76,27.0,0.014900000000000004,0.23,0.2,0.28,0.29
74,demand_only,6.41,0.31000000000000005,0.49,0.6540284360189573,0.38,0.316,6.121453357815795,0.73,23.0,0.01455,0.295,0.205,0.235,0.265
75,demand_only,6.37,0.31000000000000005,0.53,0.6079295154185022,0.34,0.336,6.171162686252635,0.89,14.0,0.0145,0.275,0.225,0.2,0.3
76,demand_only,5.5,0.395,0.55,0.555045871559633,0.39,0.36,6.03693014900211,0.97,15.0,0.01625,0.265,0.205,0.245,0.285
77,demand_only,6.065,0.33999999999999997,0.535,0.6027397260273972,0.34,0.22142857142857136,6.042544119201686,0.87,33.0,0.0155,0.265,0.215,0.255,0.265
78,demand_only,5.75,0.365,0.6,0.5879629629629629,0.38,0.24999999999999997,5.98403529536135,0.89,21.0,0.01455,0.22,0.21,0.28,0.29
79,demand_only,5.7,0.375,0.55,0.5952380952380952,0.43,0.29200000000000004,5.92722823628908,0.85,25.0,0.014100000000000001,0.25,0.22,0.275,0.255
80,demand_only,5.905,0.35,0.595,0.5855855855855856,0.37,0.30800000000000005,5.922782589031264,0.92,17.0,0.01645,0.26,0.19,0.25,0.3
81,demand_only,6.375,0.30500000000000005,0.575,0.6619047619047619,0.36,0.23666666666666664,6.013226071225011,0.71,24.0,0.015550000000000001,0.255,0.195,0.23,0.32
82,demand_only,5.705,0.37,0.595,0.6331658291457286,0.37,0.29800000000000004,5.9515808569800095,0.73,21.0,0.0165,0.215,0.245,0.235,0.305
83,demand_only,5.13,0.43000000000000005,0.57,0.6551724137931034,0.46,0.3025,5.787264685584009,0.6,20.0,0.014900000000000002,0.245,0.22,0.275,0.26
84,demand_only,5.26,0.41500000000000004,0.59,0.6030927835051546,0.45,0.18625,5.681811748467206,0.77,15.0,0.015499999999999998,0.23,0.205,0.24,0.325
85,demand_only,4.54,0.495,0.51,0.5674157303370787,0.54,0.19833333333333333,5.453449398773765,0.77,18.0,0.0141,0.28,0.2,0.27,0.25
86,demand_only,6.025,0.33999999999999997,0.575,0.6470588235294118,0.42,0.2699999999999999,5.567759519019013,0.72,35.0,0.014550000000000002,0.275,0.185,0.26,0.28
87,demand_only,5.44,0.395,0.61,0.6173469387755102,0.48,0.282,5.54220761521521,0.75,17.0,0.014450000000000001,0.235,0.2,0.28,0.285
88,demand_only,6.085,0.33499999999999996,0.565,0.6519607843137255,0.41,0.2483333333333333,5.6507660921721685,0.71,20.0,0.014800000000000002,0.22,0.195,0.33,0.255
89,demand_only,5.46,0.4,0.54,0.5797101449275363,0.44,0.29800000000000004,5.612612873737735,0.87,13.0,0.015000000000000001,0.27,0.215,0.245,0.27
90,demand_only,5.16,0.43000000000000005,0.54,0.5229357798165137,0.42,0.24666666666666665,5.522090298990188,1.04,17.0,0.015450000000000002,0.27,0.265,0.25,0.215
91,demand_only,6.26,0.31999999999999995,0.54,0.5690376569037657,0.35,0.23428571428571424,5.66967223919215,1.03,29.0,0.01515,0.31,0.185,0.225,0.28
92,demand_only,6.245,0.31999999999999995,0.555,0.6098654708520179,0.36,0.3825,5.784737791353721,0.87,33.0,0.01455,0.285,0.21,0.235,0.27
93,demand_only,5.725,0.375,0.525,0.5506607929515418,0.37,0.2716666666666667,5.7727902330829775,1.02,23.0,0.016350000000000003,0.28,0.19,0.24,0.29
94,demand_only,5.685,0.38,0.515,0.5610859728506787,0.43,0.2366666666666667,5.755232186466383,0.97,23.0,0.015700000000000002,0.26,0.205,0.235,0.3
95,demand_only,5.835,0.36,0.565,0.6153846153846154,0.4,0.355,5.771185749173105,0.8,31.0,0.014099999999999998,0.255,0.215,0.27,0.26
96,demand_only,5.965,0.33999999999999997,0.635,0.6111111111111112,0.39,0.322,5.809948599338485,0.84,25.0,0.0146,0.215,0.225,0.29,0.27
97,demand_only,5.805,0.365,0.545,0.5879629629629629,0.38,0.28800000000000003,5.808958879470788,0.89,12.0,0.0148,0.26,0.185,0.255,0.3
98,demand_only,5.785,0.365,0.565,0.635,0.4,0.22500000000000003,5.8041671035766305,0.73,24.0,0.013649999999999999,0.255,0.255,0.26,0.23
99,demand_only,5.96,0.345,0.59,0.655,0.42,0.282,5.835333682861306,0.69,14.0,0.01465,0.26,0.24,0.205,0.295
100,demand_only,5.715,0.37,0.585,0.6494845360824743,0.41,0.28600000000000003,5.811266946289043,0.68,18.0,0.014850000000000002,0.215,0.22,0.28,0.285
101,demand_only,6.175,0.32999999999999996,0.525,0.6568627450980392,0.42,0.31199999999999994,5.884013557031235,0.7,20.0,0.0151,0.26,0.22,0.245,0.275
102,demand_only,6.16,0.32999999999999996,0.54,0.6473429951690821,0.35,0.30000000000000004,5.939210845624989,0.73,13.0,0.014100000000000001,0.245,0.19,0.275,0.29
103,demand_only,6.52,0.29500000000000004,0.53,0.6380090497737556,0.31,0.20625,6.055368676499991,0.8,17.0,0.014600000000000002,0.235,0.195,0.295,0.275
104,demand_only,6.615,0.28500000000000003,0.535,0.6299559471365639,0.4,0.314,6.1672949411999936,0.84,10.0,0.01375,0.28,0.195,0.19,0.335
105,demand_only,5.91,0.36,0.49,0.6153846153846154,0.38,0.21428571428571425,6.115835952959994,0.8,26.0,0.014899999999999998,0.285,0.195,0.27,0.25
106,demand_only,5.98,0.33999999999999997,0.62,0.6376811594202898,0.34,0.24666666666666667,6.0886687623679965,0.75,21.0,0.015500000000000005,0.27,0.235,0.205,0.29
107,demand_only,5.685,0.375,0.565,0.6345177664974619,0.39,0.28200000000000003,6.007935009894397,0.72,19.0,0.015250000000000001,0.24,0.27,0.225,0.265
108,demand_only,5.13,0.42500000000000004,0.62,0.6284153005464481,0.45,0.258,5.8323480079155186,0.68,18.0,0.014900000000000002,0.25,0.27,0.21,0.27
109,demand_only,6.375,0.30500000000000005,0.575,0.6714975845410628,0.41,0.3975,5.940878406332415,0.68,20.0,0.01465,0.235,0.255,0.245,0.265
110,demand_only,5.975,0.345,0.575,0.6390243902439025,0.34,0.24999999999999997,5.947702725065932,0.74,13.0,0.015550000000000001,0.265,0.275,0.24,0.22
111,demand_only,5.63,0.375,0.62,0.6127450980392157,0.44,0.355,5.884162180052746,0.79,12.0,0.015050000000000001,0.26,0.245,0.265,0.23
112,demand_only,6.235,0.31999999999999995,0.565,0.6238532110091743,0.42,0.32,5.954329744042197,0.82,21.0,0.014249999999999999,0.305,0.2,0.2,0.295
113,demand_only,5.56,0.385,0.59,0.6119402985074627,0.43,0.4600000000000001,5.875463795233757,0.78,19.0,0.015850000000000003,0.285,0.21,0.245,0.26
114,demand_only,5.855,0.36,0.545,0.6153846153846154,0.44,0.22428571428571423,5.871371036187006,0.8,27.0,0.015700000000000002,0.275,0.175,0.215,0.335
115,demand_only,5.885,0.355,0.565,0.645,0.4,0.28,5.874096828949605,0.71,20.0,0.01465,0.265,0.2,0.23,0.305
116,demand_only,6.22,0.31999999999999995,0.58,0.7120418848167539,0.37,0.28800000000000003,5.943277463159685,0.55,24.0,0.013850000000000003,0.24,0.255,0.25,0.255
117,demand_only,5.15,0.43000000000000005,0.55,0.6096256684491979,0.45,0.355,5.7846219705277475,0.73,10.0,0.0149,0.26,0.2,0.28,0.26
118,demand_only,6.435,0.30000000000000004,0.565,0.6306306306306306,0.36,0.326,5.914697576422198,0.82,14.0,0.0161,0.26,0.26,0.245,0.235
119,demand_only,5.71,0.38,0.49,0.6294416243654822,0.42,0.276,5.8737580611377584,0.73,23.0,0.015049999999999997,0.305,0.215,0.235,0.245
120,demand_only,5.65,0.375,0.6,0.6510416666666666,0.41,0.22833333333333328,5.8290064489102065,0.67,18.0,0.015550000000000001,0.28,0.185,0.24,0.295
121,demand_only,6.43,0.30000000000000004,0.57,0.6542056074766355,0.37,0.27666666666666667,5.949205159128167,0.74,19.0,0.01615,0.215,0.2,0.285,0.3
122,demand_only,5.9,0.35,0.6,0.6280193236714976,0.38,0.294,5.939364127302533,0.77,14.0,0.0144,0.215,0.255,0.27,0.26
123,demand_only,5.93,0.345,0.62,0.6359223300970874,0.39,0.288,5.937491301842027,0.75,15.0,0.014999999999999998,0.24,0.265,0.255,0.24
124,demand_only,5.67,0.37,0.63,0.6461538461538462,0.38,0.26599999999999996,5.883993041473621,0.69,13.0,0.015750000000000004,0.205,0.23,0.315,0.25
125,demand_only,5.915,0.35,0.585,0.6220095693779905,0.35,0.316,5.8901944331788965,0.79,18.0,0.01735,0.25,0.24,0.23,0.28
126,demand_only,5.99,0.33999999999999997,0.61,0.6470588235294118,0.37,0.29,5.910155546543117,0.72,20.0,0.015899999999999997,0.245,0.23,0.285,0.24
127,demand_only,5.835,0.365,0.515,0.6287128712871287,0.38,0.30200000000000005,5.895124437234495,0.75,21.0,0.014650000000000003,0.255,0.21,0.26,0.275
128,demand_only,5.735,0.37,0.565,0.6206896551724138,0.43,0.292,5.863099549787596,0.77,18.0,0.016550000000000002,0.265,0.215,0.27,0.25
129,demand_only,5.93,0.345,0.62,0.6517412935323383,0.36,0.29600000000000004,5.876479639830077,0.7,24.0,0.015250000000000003,0.225,0.265,0.21,0.3
130,demand_only,5.795,0.365,0.555,0.6414141414141414,0.43,0.29,5.860183711864062,0.71,17.0,0.015099999999999999,0.225,0.225,0.29,0.26
131,demand_only,5.325,0.41500000000000004,0.525,0.609375,0.44,0.23166666666666663,5.753146969491249,0.75,18.0,0.014799999999999999,0.235,0.25,0.26,0.255
132,demand_only,5.485,0.395,0.565,0.6173469387755102,0.43,0.272,5.699517575592999,0.75,15.0,0.014550000000000002,0.24,0.24,0.275,0.245
133,demand_only,5.57,0.385,0.58,0.6612903225806451,0.47,0.278,5.673614060474399,0.63,28.0,0.0139,0.26,0.2,0.21,0.33
134,demand_only,6.055,0.33499999999999996,0.595,0.6751269035532995,0.41,0.31,5.7498912483795195,0.64,21.0,0.014750000000000001,0.225,0.215,0.31,0.25
135,demand_only,5.345,0.41000000000000003,0.555,0.6051282051282051,0.44,0.24,5.668912998703616,0.77,13.0,0.01675,0.24,0.215,0.285,0.26
136,demand_only,5.905,0.35,0.595,0.6467661691542289,0.39,0.20714285714285707,5.7161303989628935,0.71,21.0,0.01675,0.245,0.255,0.25,0.25
137,demand_only,5.905,0.35,0.595,0.6701030927835051,0.4,0.355,5.7539043191703145,0.64,19.0,0.014249999999999999,0.215,0.22,0.275,0.29
138,demand_only,5.81,0.36,0.59,0.624390243902439,0.39,0.2583333333333333,5.765123455336252,0.77,14.0,0.01605,0.24,0.25,0.255,0.255
139,demand_only,5.965,0.33999999999999997,0.635,0.6502463054187192,0.4,0.29000000000000004,5.805098764269002,0.71,19.0,0.01415,0.21,0.245,0.305,0.24
140,demand_only,4.475,0.5,0.525,0.5263157894736842,0.45,0.272,5.539079011415201,0.9,17.0,0.016249999999999997,0.24,0.25,0.255,0.255
141,demand_only,6.205,0.32999999999999996,0.495,0.5775862068965517,0.37,0.2783333333333333,5.672263209132161,0.98,25.0,0.01445,0.31,0.225,0.255,0.21
142,demand_only,5.61,0.38,0.59,0.6048780487804878,0.38,0.3075,5.65981056730573,0.81,16.0,0.014750000000000001,0.315,0.22,0.23,0.235
143,demand_only,5.39,0.4,0.61,0.5882352941176471,0.48,0.245,5.605848453844584,0.84,24.0,0.014650000000000002,0.17,0.275,0.33,0.225
