step,scenario,avg_income,idle_rate,movement_rate,matching_rate,congestion_frequency,avg_heatmap,recent_payoff_mean,avg_queue,expired_orders,rider_concentration_hhi,rider_density_cv,strategy_conservative,strategy_imitator,strategy_crowd_avoider,strategy_explorer
0,demand_only,4.645,0.48,0.555,0.7074829931972789,0.5,0.24499999999999997,5.329000000000001,0.43,0.0,0.01495,0.7035623639735145,0.205,0.235,0.31,0.25
1,demand_only,5.325,0.41000000000000003,0.575,0.6820809248554913,0.41,0.21666666666666667,5.328200000000002,0.55,0.0,0.013849999999999998,0.6204836822995429,0.24,0.28,0.2,0.28
2,demand_only,5.68,0.38,0.52,0.656084656084656,0.42,0.20857142857142852,5.39856,0.65,12.0,0.0148,0.6928203230275509,0.23,0.205,0.235,0.33
3,demand_only,5.2,0.42000000000000004,0.6,0.6073298429319371,0.41,0.28200000000000003,5.358848,0.75,15.0,0.015199999999999997,0.7211102550927979,0.25,0.25,0.27,0.23
4,demand_only,6.0,0.33999999999999997,0.6,0.5892857142857143,0.33,0.322,5.487078400000001,0.92,12.0,0.014249999999999999,0.6519202405202649,0.23,0.225,0.23,0.315
5,demand_only,6.5,0.29000000000000004,0.6,0.6228070175438597,0.36,0.318,5.689662720000001,0.86,23.0,0.0152,0.7211102550927979,0.18,0.265,0.265,0.29
6,demand_only,5.64,0.38,0.56,0.5904761904761905,0.35,0.20857142857142852,5.6797301760000005,0.86,22.0,0.015850000000000003,0.7648529270389177,0.235,0.265,0.235,0.265
7,demand_only,5.895,0.35,0.605,0.6310679611650486,0.4,0.35,5.722784140800002,0.76,20.0,0.01555,0.744983221287567,0.25,0.185,0.245,0.32
8,demand_only,6.225,0.32499999999999996,0.525,0.6398104265402843,0.34,0.22428571428571423,5.823227312640001,0.76,22.0,0.014249999999999999,0.6519202405202649,0.27,0.21,0.24,0.28
9,demand_only,5.695,0.37,0.605,0.6237623762376238,0.4,0.27399999999999997,5.797581850112001,0.76,11.0,0.01505,0.7106335201775947,0.245,0.29,0.2,0.265
10,demand_only,6.195,0.31999999999999995,0.605,0.6384976525821596,0.33,0.32800000000000007,5.877065480089602,0.77,27.0,0.01495,0.7035623639735145,0.195,0.215,0.225,0.365
11,demand_only,5.765,0.36,0.635,0.6956521739130435,0.43,0.315,5.854652384071681,0.56,19.0,0.014299999999999997,0.6557438524302001,0.205,0.255,0.2,0.34
12,demand_only,5.6,0.38,0.6,0.7251461988304093,0.46,0.33,5.803721907257345,0.47,17.0,0.0141,0.6403124237432849,0.25,0.195,0.2,0.355
13,demand_only,5.245,0.41000000000000003,0.655,0.6742857142857143,0.46,0.284,5.691977525805876,0.57,14.0,0.01625,0.7905694150420949,0.2,0.235,0.24,0.325
14,demand_only,5.63,0.38,0.57,0.6326530612244898,0.41,0.3,5.6795820206447,0.72,11.0,0.014349999999999998,0.6595452979136459,0.25,0.23,0.26,0.26
15,demand_only,5.675,0.375,0.575,0.5980861244019139,0.42,0.2616666666666667,5.678665616515762,0.84,20.0,0.01545,0.73824115301167,0.255,0.23,0.23,0.285
16,demand_only,6.57,0.28500000000000003,0.58,0.6033755274261603,0.33,0.24428571428571424,5.85693249321261,0.94,18.0,0.01475,0.689202437604511,0.245,0.245,0.235,0.275
17,demand_only,6.545,0.28500000000000003,0.605,0.65,0.34,0.30200000000000005,5.994545994570087,0.77,25.0,0.01425,0.6519202405202649,0.14,0.21,0.33,0.32
18,demand_only,5.83,0.36,0.57,0.5714285714285714,0.37,0.275,5.96163679565607,0.96,18.0,0.016050000000000002,0.7778174593052023,0.22,0.22,0.275,0.285
19,demand_only,6.165,0.32499999999999996,0.585,0.6617647058823529,0.35,0.3275,6.002309436524857,0.69,23.0,0.0152,0.7211102550927979,0.2,0.28,0.265,0.255
20,demand_only,5.595,0.385,0.555,0.6373056994818653,0.42,0.29400000000000004,5.920847549219887,0.7,23.0,0.015349999999999999,0.7314369419163897,0.225,0.255,0.275,0.245
21,demand_only,5.86,0.355,0.59,0.6386138613861386,0.44,0.29000000000000004,5.908678039375909,0.73,13.0,0.014700000000000001,0.6855654600401044,0.195,0.215,0.275,0.315
22,demand_only,5.305,0.41000000000000003,0.595,0.59,0.46,0.245,5.787942431500728,0.82,20.0,0.014500000000000002,0.6708203932499369,0.23,0.27,0.22,0.28
23,demand_only,6.14,0.32999999999999996,0.56,0.6232558139534884,0.37,0.21428571428571425,5.858353945200584,0.81,17.0,0.01525,0.724568837309472,0.205,0.23,0.24,0.325
24,demand_only,6.63,0.28,0.57,0.6697674418604651,0.36,0.32,6.012683156160467,0.71,26.0,0.014100000000000001,0.6403124237432849,0.24,0.24,0.245,0.275
25,demand_only,5.765,0.365,0.585,0.6047619047619047,0.36,0.308,5.963146524928373,0.83,15.0,0.015250000000000001,0.724568837309472,0.215,0.265,0.26,0.26
26,demand_only,6.095,0.33499999999999996,0.555,0.6045454545454545,0.36,0.25499999999999995,5.989517219942699,0.87,16.0,0.0163,0.7937253933193772,0.235,0.225,0.255,0.285
27,demand_only,5.855,0.355,0.595,0.6386138613861386,0.39,0.3525,5.96261377595416,0.73,26.0,0.014700000000000001,0.6855654600401044,0.21,0.235,0.265,0.29
28,demand_only,5.295,0.41500000000000004,0.555,0.6324324324324324,0.42,0.22,5.829091020763327,0.68,20.0,0.015349999999999997,0.7314369419163897,0.245,0.205,0.3,0.25
29,demand_only,6.565,0.275,0.685,0.6590909090909091,0.32,0.43,5.976272816610662,0.75,20.0,0.015700000000000002,0.7549834435270749,0.245,0.27,0.22,0.265
30,demand_only,6.165,0.31999999999999995,0.635,0.6153846153846154,0.36,0.322,6.01401825328853,0.85,15.0,0.014100000000000001,0.6403124237432849,0.22,0.235,0.245,0.3
31,demand_only,6.105,0.32999999999999996,0.595,0.6232558139534884,0.35,0.288,6.032214602630825,0.81,14.0,0.0163,0.7937253933193772,0.195,0.235,0.245,0.325
32,demand_only,5.895,0.355,0.555,0.645,0.41,0.2383333333333334,6.004771682104661,0.71,24.0,0.014949999999999998,0.7035623639735145,0.225,0.235,0.25,0.29
33,demand_only,6.09,0.32999999999999996,0.61,0.6504854368932039,0.37,0.30400000000000005,6.0218173456837265,0.72,17.0,0.015349999999999999,0.7314369419163897,0.16,0.23,0.28,0.33
34,demand_only,5.815,0.36,0.585,0.6564102564102564,0.42,0.28400000000000003,5.980453876546983,0.67,19.0,0.014350000000000002,0.6595452979136459,0.215,0.255,0.25,0.28
