step,scenario,avg_income,idle_rate,movement_rate,matching_rate,congestion_frequency,avg_heatmap,recent_payoff_mean,avg_queue,expired_orders,rider_concentration_hhi,rider_density_cv,strategy_conservative,strategy_imitator,strategy_crowd_avoider,strategy_explorer
0,demand_only,4.555,0.49,0.545,0.7906976744186046,0.54,0.3225,5.311,0.27,0.0,0.01395,0.6284902544988268,0.195,0.245,0.285,0.275
1,demand_only,5.875,0.355,0.575,0.675392670157068,0.42,0.23428571428571424,5.4238,0.62,0.0,0.015500000000000003,0.7416198487095663,0.19,0.29,0.23,0.29
2,demand_only,5.845,0.355,0.605,0.6113744075829384,0.45,0.308,5.508040000000001,0.82,5.0,0.01485,0.6964194138592059,0.225,0.21,0.3,0.265
3,demand_only,5.99,0.345,0.56,0.6179245283018868,0.37,0.375,5.604432000000002,0.81,20.0,0.014550000000000002,0.6745368781616021,0.27,0.225,0.25,0.255
4,demand_only,5.84,0.35,0.66,0.6598984771573604,0.4,0.26799999999999996,5.651545600000002,0.67,18.0,0.015850000000000003,0.7648529270389177,0.255,0.19,0.235,0.32
5,demand_only,5.715,0.37,0.585,0.6810810810810811,0.45,0.3375,5.6642364800000005,0.59,17.0,0.01565,0.7516648189186453,0.24,0.25,0.235,0.275
6,demand_only,5.905,0.355,0.545,0.602803738317757,0.4,0.2816666666666666,5.712389184000001,0.85,14.0,0.015100000000000002,0.714142842854285,0.26,0.305,0.21,0.225
7,demand_only,5.615,0.375,0.635,0.5952380952380952,0.41,0.288,5.692911347200002,0.85,19.0,0.0159,0.7681145747868608,0.215,0.27,0.24,0.275
8,demand_only,5.88,0.355,0.57,0.6056338028169014,0.42,0.2583333333333333,5.7303290777600004,0.84,27.0,0.0145,0.6708203932499369,0.265,0.25,0.23,0.255
9,demand_only,6.155,0.32999999999999996,0.545,0.6600985221674877,0.37,0.3475,5.815263262208001,0.69,20.0,0.0155,0.7416198487095663,0.26,0.185,0.285,0.27
10,demand_only,5.135,0.42500000000000004,0.615,0.6052631578947368,0.41,0.24666666666666665,5.679210609766401,0.75,27.0,0.0143,0.6557438524302001,0.255,0.29,0.24,0.215
11,demand_only,5.455,0.395,0.595,0.6797752808988764,0.44,0.19333333333333333,5.634368487813122,0.57,13.0,0.014100000000000001,0.6403124237432849,0.27,0.235,0.255,0.24
12,demand_only,5.85,0.355,0.6,0.6683937823834197,0.42,0.308,5.677494790250497,0.64,18.0,0.014000000000000002,0.6324555320336759,0.245,0.275,0.255,0.225
13,demand_only,5.83,0.36,0.57,0.6956521739130435,0.41,0.21,5.707995832200399,0.56,6.0,0.01425,0.6519202405202649,0.215,0.24,0.29,0.255
14,demand_only,4.91,0.45499999999999996,0.54,0.6687116564417178,0.5,0.24400000000000002,5.548396665760319,0.54,15.0,0.015350000000000003,0.7314369419163897,0.245,0.225,0.29,0.24
15,demand_only,5.83,0.36,0.57,0.6564102564102564,0.45,0.2616666666666666,5.6047173326082556,0.67,16.0,0.01325,0.570087712549569,0.245,0.22,0.295,0.24
16,demand_only,5.945,0.345,0.605,0.6485148514851485,0.44,0.29,5.6727738660866045,0.71,10.0,0.016200000000000003,0.7874007874011811,0.205,0.24,0.28,0.275
17,demand_only,5.38,0.405,0.57,0.6040609137055838,0.42,0.30000000000000004,5.614219092869284,0.78,24.0,0.0146,0.6782329983125268,0.205,0.205,0.28,0.31
18,demand_only,6.04,0.33999999999999997,0.56,0.6197183098591549,0.38,0.30399999999999994,5.699375274295428,0.81,17.0,0.01595,0.7713624310270756,0.285,0.25,0.22,0.245
19,demand_only,5.87,0.36,0.53,0.5925925925925926,0.4,0.2516666666666667,5.733500219436341,0.88,16.0,0.013499999999999998,0.5916079783099616,0.27,0.255,0.25,0.225
20,demand_only,5.945,0.355,0.505,0.6323529411764706,0.4,0.27199999999999996,5.775800175549072,0.75,20.0,0.01445,0.6670832032063166,0.25,0.22,0.24,0.29
21,demand_only,5.82,0.355,0.63,0.6262135922330098,0.39,0.26,5.78464014043926,0.77,25.0,0.014700000000000001,0.6855654600401044,0.235,0.28,0.25,0.235
22,demand_only,6.355,0.30500000000000005,0.595,0.6261261261261262,0.38,0.3280000000000002,5.898712112351407,0.83,19.0,0.014599999999999998,0.6782329983125268,0.22,0.285,0.21,0.285
23,demand_only,6.255,0.31999999999999995,0.545,0.6238532110091743,0.39,0.308,5.969969689881127,0.82,19.0,0.015000000000000001,0.7071067811865476,0.195,0.245,0.255,0.305
24,demand_only,5.77,0.365,0.58,0.6381909547738693,0.38,0.3375,5.929975751904902,0.72,18.0,0.015750000000000004,0.758287544405155,0.25,0.185,0.25,0.315
25,demand_only,6.385,0.30500000000000005,0.565,0.6847290640394089,0.36,0.38,6.020980601523922,0.64,21.0,0.0149,0.7,0.235,0.24,0.25,0.275
26,demand_only,6.04,0.33499999999999996,0.61,0.642512077294686,0.41,0.395,6.024784481219138,0.74,15.0,0.014450000000000003,0.6670832032063166,0.27,0.265,0.235,0.23
