step,scenario,avg_income,idle_rate,movement_rate,matching_rate,congestion_frequency,avg_heatmap,recent_payoff_mean,avg_queue,expired_orders,rider_concentration_hhi,strategy_conservative,strategy_imitator,strategy_crowd_avoider,strategy_explorer
0,baseline,4.875,0.47,0.425,0.7114093959731543,0.54,0.0,5.375,0.43,0.0,0.0127,0.21,0.255,0.205,0.33
1,baseline,5.125,0.43999999999999995,0.475,0.5925925925925926,0.45,0.0,5.325,0.77,0.0,0.014,0.265,0.185,0.25,0.3
2,baseline,5.81,0.37,0.49,0.6086956521739131,0.4,0.0,5.422000000000001,0.81,11.0,0.014299999999999998,0.245,0.235,0.25,0.27
3,baseline,5.17,0.43500000000000005,0.48,0.5485436893203883,0.45,0.0,5.371600000000001,0.93,21.0,0.015350000000000003,0.24,0.27,0.22,0.27
4,baseline,5.37,0.41000000000000003,0.53,0.5339366515837104,0.43,0.0,5.371280000000001,1.03,16.0,0.014350000000000002,0.2,0.2,0.305,0.295
5,baseline,5.59,0.385,0.56,0.5801886792452831,0.42,0.0,5.415024000000001,0.89,29.0,0.0154,0.2,0.265,0.25,0.285
6,baseline,5.845,0.36,0.555,0.5765765765765766,0.38,0.0,5.501019200000001,0.94,21.0,0.014299999999999998,0.305,0.175,0.265,0.255
7,baseline,5.635,0.385,0.515,0.6180904522613065,0.4,0.0,5.527815360000001,0.76,24.0,0.01415,0.245,0.255,0.25,0.25
8,baseline,6.3,0.31499999999999995,0.55,0.6061946902654868,0.33,0.0,5.682252288000001,0.89,24.0,0.01355,0.26,0.2,0.28,0.26
9,baseline,5.69,0.375,0.56,0.6097560975609756,0.39,0.0,5.6838018304,0.8,13.0,0.013549999999999998,0.22,0.25,0.27,0.26
10,baseline,5.845,0.36,0.555,0.5925925925925926,0.4,0.0,5.716041464320001,0.88,18.0,0.013999999999999999,0.26,0.255,0.25,0.235
11,baseline,5.3,0.41000000000000003,0.6,0.5592417061611374,0.42,0.0,5.632833171456,0.93,18.0,0.01495,0.24,0.205,0.28,0.275
12,baseline,5.695,0.38,0.505,0.5849056603773585,0.4,0.0,5.6452665371648,0.88,25.0,0.01415,0.24,0.245,0.27,0.245
13,baseline,6.24,0.32999999999999996,0.46,0.6767676767676768,0.37,0.0,5.7642132297318405,0.64,17.0,0.013500000000000002,0.235,0.235,0.26,0.27
14,baseline,5.32,0.41500000000000004,0.53,0.5909090909090909,0.37,0.0,5.675370583785472,0.81,20.0,0.015000000000000003,0.305,0.215,0.25,0.23
15,baseline,6.4,0.31000000000000005,0.5,0.563265306122449,0.33,0.0,5.820296467028379,1.07,10.0,0.014599999999999998,0.27,0.225,0.25,0.255
16,baseline,6.655,0.28,0.545,0.5714285714285714,0.29,0.0,5.987237173622703,1.08,22.0,0.012750000000000001,0.235,0.245,0.25,0.27
17,baseline,6.285,0.31999999999999995,0.515,0.5887445887445888,0.37,0.0,6.046789738898163,0.95,24.0,0.013499999999999998,0.24,0.22,0.28,0.26
18,baseline,5.395,0.41000000000000003,0.505,0.5784313725490197,0.41,0.0,5.91643179111853,0.86,21.0,0.014000000000000002,0.275,0.25,0.23,0.245
19,baseline,5.315,0.42000000000000004,0.485,0.5420560747663551,0.42,0.0,5.796145432894824,0.98,19.0,0.014349999999999998,0.22,0.27,0.265,0.245
20,baseline,6.645,0.28,0.555,0.5783132530120482,0.34,0.0,5.9659163463158595,1.05,23.0,0.0148,0.25,0.22,0.235,0.295
21,baseline,5.155,0.43000000000000005,0.545,0.5022026431718062,0.42,0.0,5.803733077052689,1.13,22.0,0.014450000000000001,0.27,0.205,0.265,0.26
22,baseline,5.555,0.39,0.545,0.5648148148148148,0.44,0.0,5.7539864616421506,0.94,40.0,0.013500000000000002,0.315,0.205,0.225,0.255
23,baseline,5.245,0.42500000000000004,0.505,0.5043859649122807,0.35,0.0,5.65218916931372,1.13,25.0,0.015099999999999999,0.26,0.265,0.25,0.225
24,baseline,5.73,0.375,0.52,0.5411255411255411,0.38,0.0,5.667751335450976,1.06,33.0,0.013900000000000001,0.25,0.3,0.21,0.24
25,baseline,5.85,0.365,0.5,0.5669642857142857,0.38,0.0,5.7042010683607804,0.97,34.0,0.0147,0.305,0.245,0.245,0.205
26,baseline,5.585,0.395,0.465,0.5601851851851852,0.41,0.0,5.680360854688626,0.95,28.0,0.014099999999999998,0.29,0.215,0.25,0.245
27,baseline,6.015,0.345,0.535,0.5954545454545455,0.4,0.0,5.7472886837509005,0.89,25.0,0.014049999999999998,0.295,0.255,0.23,0.22
28,baseline,6.835,0.27,0.465,0.6008230452674898,0.32,0.0,5.9648309470007215,0.97,28.0,0.013,0.265,0.22,0.23,0.285
29,baseline,7.075,0.245,0.475,0.6291666666666667,0.3,0.0,6.186864757600577,0.89,17.0,0.01355,0.3,0.19,0.285,0.225
30,baseline,5.68,0.38,0.52,0.5767441860465117,0.42,0.0,6.085491806080462,0.91,21.0,0.01415,0.27,0.255,0.25,0.225
31,baseline,5.745,0.375,0.505,0.5681818181818182,0.39,0.0,6.01739344486437,0.95,20.0,0.014100000000000001,0.23,0.27,0.29,0.21
32,baseline,5.97,0.35,0.53,0.5416666666666666,0.34,0.0,6.0079147558914965,1.1,23.0,0.0139,0.305,0.225,0.21,0.26
33,baseline,6.405,0.30500000000000005,0.545,0.5767634854771784,0.35,0.0,6.087331804713198,1.02,29.0,0.013900000000000001,0.245,0.22,0.275,0.26
34,baseline,5.04,0.43999999999999995,0.56,0.5463414634146342,0.41,0.0,5.877865443770557,0.93,29.0,0.014750000000000001,0.28,0.275,0.21,0.235
35,baseline,6.165,0.32499999999999996,0.585,0.6164383561643836,0.34,0.0,5.935292355016447,0.84,27.0,0.014400000000000003,0.295,0.24,0.235,0.23
36,baseline,5.755,0.37,0.545,0.5502183406113537,0.38,0.0,5.899233884013158,1.03,17.0,0.014399999999999998,0.28,0.215,0.255,0.25
37,baseline,5.67,0.385,0.48,0.5347826086956522,0.33,0.0,5.853387107210526,1.07,17.0,0.015300000000000003,0.255,0.235,0.215,0.295
38,baseline,5.56,0.395,0.49,0.5902439024390244,0.43,0.0,5.794709685768421,0.84,36.0,0.013399999999999997,0.335,0.175,0.27,0.22
39,baseline,6.39,0.30500000000000005,0.56,0.5743801652892562,0.31,0.0,5.913767748614736,1.03,16.0,0.014700000000000001,0.285,0.235,0.255,0.225
40,baseline,6.415,0.31000000000000005,0.485,0.5726141078838174,0.35,0.0,6.01401419889179,1.03,18.0,0.013399999999999999,0.245,0.215,0.29,0.25
41,baseline,6.23,0.32499999999999996,0.52,0.6,0.39,0.0,6.057211359113433,0.9,22.0,0.013349999999999999,0.27,0.195,0.265,0.27
42,baseline,5.05,0.44499999999999995,0.5,0.5935828877005348,0.44,0.0,5.855769087290746,0.76,28.0,0.014749999999999997,0.305,0.235,0.23,0.23
43,baseline,5.105,0.43999999999999995,0.495,0.5803108808290155,0.39,0.0,5.705615269832597,0.81,20.0,0.014649999999999998,0.285,0.195,0.25,0.27
44,baseline,6.365,0.31000000000000005,0.535,0.6052631578947368,0.38,0.0,5.837492215866077,0.9,14.0,0.01315,0.3,0.26,0.235,0.205
45,baseline,6.32,0.31999999999999995,0.48,0.6355140186915887,0.34,0.0,5.9339937726928635,0.78,20.0,0.013350000000000004,0.32,0.23,0.24,0.21
46,baseline,5.755,0.375,0.495,0.6097560975609756,0.36,0.0,5.89819501815429,0.8,15.0,0.014,0.28,0.23,0.225,0.265
