step,scenario,avg_income,idle_rate,movement_rate,matching_rate,congestion_frequency,avg_heatmap,recent_payoff_mean,avg_queue,expired_orders,rider_concentration_hhi,rider_density_cv,strategy_conservative,strategy_imitator,strategy_crowd_avoider,strategy_explorer
0,demand_only,5.48,0.405,0.47,0.7777777777777778,0.53,0.30599999999999994,5.496000000000001,0.34,0.0,0.0148,0.6928203230275509,0.28,0.22,0.21,0.29
1,demand_only,5.33,0.41500000000000004,0.52,0.6763005780346821,0.45,0.19857142857142854,5.4628000000000005,0.56,0.0,0.013600000000000001,0.6,0.265,0.215,0.245,0.275
2,demand_only,5.73,0.37,0.57,0.6961325966850829,0.45,0.3325,5.51624,0.55,8.0,0.014350000000000002,0.6595452979136459,0.23,0.225,0.265,0.28
3,demand_only,6.7,0.275,0.55,0.7213930348258707,0.37,0.23285714285714282,5.752992000000001,0.56,17.0,0.01445,0.6670832032063166,0.275,0.18,0.28,0.265
4,demand_only,6.57,0.29000000000000004,0.53,0.6396396396396397,0.4,0.295,5.916393600000001,0.8,11.0,0.014700000000000001,0.6855654600401044,0.265,0.19,0.245,0.3
5,demand_only,6.765,0.265,0.585,0.588,0.31,0.3,6.086114880000001,1.03,10.0,0.014350000000000002,0.6595452979136459,0.23,0.26,0.23,0.28
6,demand_only,6.625,0.28,0.575,0.5950413223140496,0.26,0.23285714285714276,6.193891904000001,0.98,24.0,0.014299999999999998,0.6557438524302001,0.255,0.16,0.275,0.31
7,demand_only,6.42,0.29500000000000004,0.63,0.5755102040816327,0.33,0.342,6.239113523200001,1.04,24.0,0.016249999999999997,0.7905694150420949,0.235,0.18,0.25,0.335
8,demand_only,5.935,0.35,0.565,0.65,0.39,0.3125,6.178290818560002,0.7,29.0,0.0151,0.714142842854285,0.29,0.18,0.27,0.26
9,demand_only,6.305,0.31499999999999995,0.545,0.6523809523809524,0.39,0.2733333333333333,6.2036326548480005,0.73,24.0,0.014349999999999998,0.6595452979136459,0.235,0.175,0.26,0.33
10,demand_only,5.94,0.345,0.61,0.6093023255813953,0.35,0.2533333333333333,6.150906123878401,0.84,10.0,0.01755,0.8689073598491384,0.275,0.205,0.24,0.28
11,demand_only,6.77,0.27,0.53,0.6488888888888888,0.35,0.32800000000000007,6.274724899102721,0.79,23.0,0.0143,0.6557438524302001,0.24,0.23,0.265,0.265
12,demand_only,6.74,0.275,0.51,0.6041666666666666,0.3,0.344,6.367779919282177,0.95,11.0,0.014099999999999998,0.6403124237432849,0.265,0.19,0.275,0.27
13,demand_only,6.69,0.275,0.56,0.6387665198237885,0.36,0.316,6.432223935425742,0.82,26.0,0.013849999999999998,0.6204836822995429,0.27,0.235,0.235,0.26
14,demand_only,6.245,0.31999999999999995,0.555,0.6507177033492823,0.37,0.30400000000000005,6.394779148340593,0.73,25.0,0.0145,0.6708203932499369,0.305,0.175,0.24,0.28
15,demand_only,6.17,0.32499999999999996,0.58,0.6221198156682027,0.37,0.314,6.349823318672475,0.82,13.0,0.0145,0.6708203932499369,0.245,0.2,0.24,0.315
16,demand_only,5.995,0.33999999999999997,0.605,0.616822429906542,0.39,0.314,6.27885865493798,0.82,25.0,0.0152,0.7211102550927979,0.285,0.17,0.27,0.275
17,demand_only,6.42,0.30000000000000004,0.58,0.6194690265486725,0.34,0.265,6.307086923950385,0.86,15.0,0.01415,0.6442049363362563,0.19,0.205,0.295,0.31
18,demand_only,6.29,0.31000000000000005,0.61,0.641860465116279,0.41,0.304,6.303669539160308,0.77,23.0,0.0148,0.6928203230275509,0.245,0.175,0.25,0.33
19,demand_only,6.03,0.33999999999999997,0.57,0.616822429906542,0.38,0.25666666666666665,6.248935631328246,0.82,17.0,0.014500000000000002,0.6708203932499369,0.26,0.225,0.24,0.275
20,demand_only,6.435,0.29500000000000004,0.615,0.6103896103896104,0.34,0.3340000000000001,6.286148505062597,0.9,18.0,0.01535,0.7314369419163897,0.255,0.16,0.255,0.33
21,demand_only,6.16,0.32499999999999996,0.59,0.5921052631578947,0.36,0.2583333333333333,6.260918804050078,0.93,17.0,0.0143,0.6557438524302001,0.265,0.18,0.305,0.25
22,demand_only,5.835,0.365,0.515,0.5619469026548672,0.38,0.26,6.1757350432400635,0.99,23.0,0.015150000000000002,0.7176350047203662,0.235,0.19,0.285,0.29
23,demand_only,6.02,0.345,0.53,0.5822222222222222,0.39,0.30600000000000005,6.14458803459205,0.94,27.0,0.01475,0.689202437604511,0.29,0.16,0.29,0.26
24,demand_only,5.725,0.375,0.525,0.5813953488372093,0.36,0.245,6.06067042767364,0.9,26.0,0.0142,0.648074069840786,0.24,0.2,0.24,0.32
25,demand_only,6.48,0.30000000000000004,0.52,0.6451612903225806,0.33,0.2533333333333333,6.144536342138911,0.77,25.0,0.0143,0.6557438524302001,0.245,0.26,0.22,0.275
26,demand_only,5.605,0.38,0.595,0.6294416243654822,0.37,0.22500000000000003,6.036629073711131,0.73,15.0,0.015,0.7071067811865476,0.235,0.185,0.31,0.27
27,demand_only,5.655,0.375,0.595,0.6345177664974619,0.42,0.288,5.960303258968904,0.72,20.0,0.015,0.7071067811865476,0.24,0.245,0.23,0.285
28,demand_only,6.175,0.32499999999999996,0.575,0.5895196506550219,0.38,0.2528571428571428,6.003242607175124,0.94,20.0,0.014,0.6324555320336759,0.28,0.19,0.27,0.26
