step,scenario,avg_income,idle_rate,movement_rate,matching_rate,congestion_frequency,avg_heatmap,recent_payoff_mean,avg_queue,expired_orders,rider_concentration_hhi,rider_density_cv,strategy_conservative,strategy_imitator,strategy_crowd_avoider,strategy_explorer
0,supply_adjusted,4.645,0.48,0.555,0.7074829931972789,0.5,0.24499999999999997,5.329000000000001,0.43,0.0,0.01495,0.7035623639735145,0.205,0.235,0.31,0.25
1,supply_adjusted,4.905,0.44999999999999996,0.595,0.6358381502890174,0.46,0.5515000000000001,5.244200000000001,0.63,0.0,0.0137,0.6082762530298219,0.255,0.245,0.26,0.24
2,supply_adjusted,6.04,0.33999999999999997,0.56,0.6502463054187192,0.39,0.4552380952380951,5.403360000000001,0.71,13.0,0.01455,0.6745368781616021,0.235,0.215,0.275,0.275
3,supply_adjusted,5.66,0.37,0.64,0.6428571428571429,0.42,0.4936842105263157,5.454688000000001,0.7,17.0,0.01625,0.7905694150420949,0.21,0.275,0.225,0.29
4,supply_adjusted,6.73,0.26,0.67,0.6166666666666667,0.34,0.6476,5.709750400000001,0.92,9.0,0.01435,0.6595452979136459,0.225,0.265,0.265,0.245
5,supply_adjusted,6.61,0.28,0.59,0.62882096069869,0.31,0.4454545454545454,5.889800320000002,0.85,14.0,0.01435,0.6595452979136459,0.22,0.27,0.235,0.275
6,supply_adjusted,5.92,0.35,0.58,0.625,0.41,0.41833333333333345,5.8958402560000005,0.78,22.0,0.014549999999999999,0.6745368781616021,0.245,0.275,0.29,0.19
7,supply_adjusted,5.91,0.345,0.64,0.6064814814814815,0.38,0.571764705882353,5.898672204800001,0.85,18.0,0.016100000000000003,0.7810249675906654,0.21,0.235,0.265,0.29
8,supply_adjusted,6.185,0.31499999999999995,0.665,0.631336405529954,0.35,0.6264,5.9559377638400015,0.8,17.0,0.013749999999999998,0.6123724356957945,0.23,0.295,0.255,0.22
9,supply_adjusted,6.225,0.31499999999999995,0.625,0.6782178217821783,0.4,0.465,6.009750211072,0.65,20.0,0.013900000000000003,0.6244997998398398,0.205,0.245,0.295,0.255
10,supply_adjusted,6.31,0.31499999999999995,0.54,0.6555023923444976,0.4,0.4505882352941176,6.069800168857601,0.72,13.0,0.013900000000000001,0.6244997998398398,0.275,0.265,0.225,0.235
11,supply_adjusted,6.385,0.29500000000000004,0.665,0.6409090909090909,0.34,0.5885000000000001,6.132840135086081,0.79,9.0,0.0143,0.6557438524302001,0.185,0.25,0.26,0.305
12,supply_adjusted,6.02,0.33999999999999997,0.58,0.5972850678733032,0.38,0.48999999999999994,6.110272108068865,0.89,17.0,0.015200000000000002,0.7211102550927979,0.265,0.255,0.26,0.22
13,supply_adjusted,5.615,0.37,0.685,0.5915492957746479,0.36,0.6466666666666666,6.011217686455093,0.87,21.0,0.01675,0.8215838362577492,0.205,0.29,0.255,0.25
14,supply_adjusted,5.415,0.395,0.635,0.587378640776699,0.45,0.538,5.891974149164074,0.85,20.0,0.015000000000000003,0.7071067811865476,0.225,0.245,0.275,0.255
15,supply_adjusted,5.89,0.35,0.61,0.6280193236714976,0.36,0.4121739130434782,5.89157931933126,0.77,19.0,0.015249999999999998,0.724568837309472,0.165,0.255,0.29,0.29
16,supply_adjusted,5.79,0.36,0.61,0.6095238095238096,0.42,0.5547619047619048,5.871263455465007,0.82,22.0,0.014650000000000002,0.6819090848492928,0.225,0.25,0.25,0.275
17,supply_adjusted,5.95,0.33999999999999997,0.65,0.6139534883720931,0.38,0.46,5.887010764372007,0.83,18.0,0.015600000000000001,0.7483314773547883,0.24,0.25,0.22,0.29
18,supply_adjusted,5.355,0.4,0.645,0.5970149253731343,0.4,0.5150000000000001,5.780608611497605,0.81,20.0,0.015450000000000002,0.73824115301167,0.28,0.225,0.2,0.295
19,supply_adjusted,5.83,0.355,0.62,0.6084905660377359,0.42,0.45619047619047615,5.7904868891980845,0.83,15.0,0.01475,0.689202437604511,0.225,0.25,0.285,0.24
20,supply_adjusted,7.095,0.235,0.555,0.6510638297872341,0.32,0.459090909090909,6.051389511358468,0.82,23.0,0.01435,0.6595452979136459,0.22,0.225,0.25,0.305
21,supply_adjusted,6.66,0.275,0.59,0.6170212765957447,0.26,0.402,6.173111609086775,0.9,17.0,0.014949999999999996,0.7035623639735145,0.23,0.28,0.26,0.23
22,supply_adjusted,6.47,0.29000000000000004,0.63,0.5966386554621849,0.35,0.4808,6.23248928726942,0.96,16.0,0.01375,0.6123724356957945,0.27,0.21,0.26,0.26
23,supply_adjusted,5.975,0.345,0.575,0.5413223140495868,0.37,0.47647058823529403,6.180991429815536,1.11,22.0,0.015299999999999998,0.7280109889280518,0.24,0.165,0.3,0.295
24,supply_adjusted,5.83,0.36,0.57,0.5714285714285714,0.31,0.5089473684210526,6.11079314385243,0.96,30.0,0.014700000000000001,0.6855654600401044,0.245,0.27,0.265,0.22
25,supply_adjusted,5.6,0.375,0.65,0.5787037037037037,0.38,0.5277272727272726,6.008634515081944,0.91,25.0,0.014450000000000001,0.6670832032063166,0.255,0.205,0.275,0.265
26,supply_adjusted,6.005,0.33999999999999997,0.595,0.6027397260273972,0.4,0.4585714285714285,6.007907612065554,0.87,16.0,0.013800000000000002,0.6164414002968976,0.225,0.185,0.255,0.335
27,supply_adjusted,5.935,0.355,0.515,0.6172248803827751,0.45,0.45666666666666667,5.993326089652445,0.8,28.0,0.013500000000000002,0.5916079783099616,0.32,0.23,0.205,0.245
28,supply_adjusted,5.155,0.42000000000000004,0.645,0.5742574257425742,0.45,0.523888888888889,5.825660871721956,0.86,19.0,0.01465,0.6819090848492928,0.28,0.285,0.165,0.27
29,supply_adjusted,5.9,0.35,0.6,0.7065217391304348,0.42,0.45049999999999996,5.840528697377565,0.54,19.0,0.0147,0.6855654600401044,0.285,0.22,0.23,0.265
30,supply_adjusted,6.07,0.32999999999999996,0.63,0.6733668341708543,0.4,0.5476190476190476,5.886422957902052,0.65,6.0,0.013399999999999999,0.5830951894845301,0.255,0.265,0.21,0.27
31,supply_adjusted,5.42,0.395,0.63,0.6302083333333334,0.41,0.36249999999999993,5.793138366321641,0.71,6.0,0.016550000000000002,0.8093207028119322,0.24,0.255,0.24,0.265
32,supply_adjusted,5.445,0.39,0.655,0.5980392156862745,0.45,0.5740740740740741,5.723510693057314,0.82,13.0,0.01435,0.6595452979136459,0.29,0.3,0.195,0.215
33,supply_adjusted,6.4,0.30500000000000005,0.55,0.5815899581589958,0.36,0.34827586206896555,5.858808554445853,1.0,14.0,0.013200000000000002,0.565685424949238,0.29,0.235,0.275,0.2
34,supply_adjusted,6.24,0.31499999999999995,0.61,0.6008771929824561,0.39,0.5142105263157895,5.935046843556681,0.91,21.0,0.013850000000000001,0.6204836822995429,0.235,0.22,0.235,0.31
35,supply_adjusted,6.37,0.30500000000000005,0.58,0.6525821596244131,0.34,0.4476470588235294,6.0220374748453445,0.74,26.0,0.014650000000000003,0.6819090848492928,0.23,0.19,0.305,0.275
36,supply_adjusted,6.115,0.32999999999999996,0.585,0.6802030456852792,0.44,0.4684999999999999,6.040629979876275,0.63,17.0,0.014750000000000001,0.689202437604511,0.27,0.22,0.245,0.265
37,supply_adjusted,5.355,0.41000000000000003,0.545,0.6344086021505376,0.48,0.48789473684210527,5.903503983901021,0.68,18.0,0.0143,0.6557438524302001,0.3,0.25,0.25,0.2
38,supply_adjusted,5.905,0.35,0.595,0.6435643564356436,0.42,0.4183333333333332,5.903803187120817,0.72,17.0,0.014,0.6324555320336759,0.3,0.23,0.24,0.23
39,supply_adjusted,4.97,0.44499999999999995,0.58,0.6306818181818182,0.51,0.5228571428571428,5.717042549696655,0.65,18.0,0.01455,0.6745368781616021,0.275,0.17,0.27,0.285
40,supply_adjusted,5.865,0.35,0.635,0.6372549019607843,0.37,0.5785000000000001,5.746634039757323,0.74,14.0,0.014400000000000001,0.6633249580710799,0.25,0.225,0.28,0.245
41,supply_adjusted,7.155,0.22499999999999998,0.595,0.5938697318007663,0.24,0.451578947368421,6.028307231805859,1.06,10.0,0.014599999999999998,0.6782329983125268,0.295,0.225,0.22,0.26
42,supply_adjusted,6.5,0.29000000000000004,0.6,0.6200873362445415,0.31,0.5422222222222223,6.1226457854446865,0.87,24.0,0.0148,0.6928203230275509,0.275,0.235,0.26,0.23
