step,scenario,avg_income,idle_rate,movement_rate,matching_rate,congestion_frequency,avg_heatmap,recent_payoff_mean,avg_queue,expired_orders,rider_concentration_hhi,rider_density_cv,strategy_conservative,strategy_imitator,strategy_crowd_avoider,strategy_explorer
0,demand_only,5.415,0.41000000000000003,0.485,0.7712418300653595,0.49,0.306,5.4830000000000005,0.35,0.0,0.013300000000000001,0.5744562646538028,0.22,0.24,0.295,0.245
1,demand_only,5.065,0.43500000000000005,0.585,0.6890243902439024,0.51,0.25799999999999995,5.399400000000001,0.51,0.0,0.01335,0.5787918451395113,0.21,0.225,0.22,0.345
2,demand_only,6.32,0.31000000000000005,0.58,0.6602870813397129,0.38,0.23571428571428565,5.583520000000001,0.71,7.0,0.014900000000000002,0.7,0.21,0.22,0.23,0.34
3,demand_only,6.045,0.33999999999999997,0.555,0.6470588235294118,0.45,0.29600000000000004,5.675816000000001,0.72,15.0,0.01405,0.6363961030678927,0.205,0.275,0.285,0.235
4,demand_only,5.975,0.345,0.575,0.6649746192893401,0.34,0.28,5.7356528,0.66,15.0,0.015050000000000001,0.7106335201775947,0.235,0.215,0.275,0.275
5,demand_only,6.39,0.31000000000000005,0.51,0.6330275229357798,0.36,0.3360000000000001,5.866522240000002,0.8,16.0,0.014400000000000003,0.6633249580710799,0.235,0.21,0.25,0.305
6,demand_only,5.725,0.37,0.575,0.5753424657534246,0.41,0.19375,5.838217792,0.93,16.0,0.0137,0.6082762530298219,0.2,0.235,0.31,0.255
7,demand_only,5.525,0.39,0.575,0.6161616161616161,0.48,0.3275,5.7755742336,0.76,26.0,0.0152,0.7211102550927979,0.25,0.26,0.24,0.25
8,demand_only,5.56,0.385,0.59,0.5942028985507246,0.39,0.31000000000000005,5.7324593868800005,0.84,24.0,0.014499999999999999,0.6708203932499369,0.26,0.205,0.23,0.305
9,demand_only,6.1,0.32999999999999996,0.6,0.6350710900473934,0.43,0.29000000000000004,5.805967509504001,0.77,18.0,0.0149,0.7,0.22,0.275,0.26,0.245
10,demand_only,6.06,0.33499999999999996,0.59,0.6186046511627907,0.36,0.2716666666666666,5.856774007603202,0.82,25.0,0.015850000000000003,0.7648529270389177,0.215,0.25,0.27,0.265
11,demand_only,6.7,0.265,0.65,0.6419213973799127,0.32,0.32800000000000007,6.025419206082561,0.82,17.0,0.0149,0.7,0.205,0.265,0.25,0.28
12,demand_only,5.33,0.41000000000000003,0.57,0.6210526315789474,0.47,0.21499999999999997,5.886335364866049,0.72,21.0,0.01565,0.7516648189186453,0.27,0.23,0.29,0.21
13,demand_only,5.65,0.375,0.6,0.6313131313131313,0.44,0.24666666666666667,5.839068291892841,0.73,22.0,0.015150000000000002,0.7176350047203662,0.225,0.205,0.25,0.32
14,demand_only,5.36,0.4,0.64,0.6282722513089005,0.39,0.27,5.743254633514272,0.71,17.0,0.0157,0.7549834435270749,0.28,0.24,0.225,0.255
