step,scenario,avg_income,idle_rate,movement_rate,matching_rate,congestion_frequency,avg_heatmap,recent_payoff_mean,avg_queue,expired_orders,rider_concentration_hhi,strategy_conservative,strategy_imitator,strategy_crowd_avoider,strategy_explorer
34,supply_adjusted,5.7,0.37,0.6,0.6494845360824743,0.46,0.46875,5.93859482221487,0.68,10.0,0.0139,0.2,0.245,0.29,0.265
35,supply_adjusted,5.24,0.41500000000000004,0.61,0.5969387755102041,0.45,0.472,5.798875857771895,0.79,20.0,0.014700000000000001,0.22,0.265,0.225,0.29
36,supply_adjusted,6.13,0.32499999999999996,0.62,0.6521739130434783,0.36,0.6414285714285713,5.8651006862175175,0.72,12.0,0.013549999999999998,0.24,0.225,0.225,0.31
37,supply_adjusted,6.205,0.31999999999999995,0.595,0.6126126126126126,0.38,0.43777777777777777,5.933080548974015,0.86,16.0,0.014249999999999999,0.205,0.205,0.28,0.31
38,supply_adjusted,6.595,0.28,0.605,0.5975103734439834,0.34,0.5035,6.065464439179212,0.97,11.0,0.014949999999999998,0.21,0.245,0.28,0.265
39,supply_adjusted,6.295,0.30500000000000005,0.655,0.6405529953917051,0.39,0.4270370370370371,6.111371551343368,0.78,16.0,0.01365,0.215,0.275,0.2,0.31
40,supply_adjusted,5.745,0.365,0.605,0.6195121951219512,0.39,0.3973684210526315,6.038097241074695,0.78,23.0,0.0146,0.22,0.285,0.22,0.275
41,supply_adjusted,6.135,0.32999999999999996,0.565,0.5877192982456141,0.35,0.5852941176470589,6.057477792859756,0.94,17.0,0.014600000000000002,0.235,0.265,0.26,0.24
42,supply_adjusted,6.88,0.26,0.52,0.6040816326530613,0.32,0.4613636363636363,6.221982234287806,0.97,19.0,0.0137,0.265,0.24,0.205,0.29
43,supply_adjusted,6.33,0.30500000000000005,0.62,0.6405529953917051,0.37,0.6078947368421053,6.243585787430244,0.78,18.0,0.0138,0.25,0.23,0.22,0.3
44,supply_adjusted,4.77,0.46499999999999997,0.58,0.6407185628742516,0.55,0.48833333333333334,5.948868629944196,0.6,23.0,0.01445,0.245,0.275,0.23,0.25
45,supply_adjusted,5.985,0.33999999999999997,0.615,0.6567164179104478,0.44,0.550952380952381,5.956094903955358,0.69,15.0,0.01405,0.205,0.31,0.235,0.25
46,supply_adjusted,6.295,0.31000000000000005,0.605,0.6934673366834171,0.4,0.44809523809523805,6.023875923164285,0.61,12.0,0.013000000000000001,0.195,0.24,0.26,0.305
47,supply_adjusted,5.795,0.355,0.655,0.6581632653061225,0.4,0.41111111111111115,5.978100738531429,0.67,9.0,0.015099999999999999,0.22,0.24,0.275,0.265
48,supply_adjusted,5.035,0.43500000000000005,0.615,0.5621890547263682,0.39,0.43,5.789480590825143,0.88,11.0,0.015499999999999998,0.225,0.24,0.22,0.315
49,supply_adjusted,6.345,0.30500000000000005,0.605,0.6465116279069767,0.34,0.42925925925925923,5.900584472660114,0.76,17.0,0.014150000000000001,0.19,0.23,0.28,0.3
50,supply_adjusted,6.44,0.29500000000000004,0.61,0.6438356164383562,0.29,0.42347826086956514,6.008467578128093,0.78,12.0,0.015249999999999998,0.22,0.31,0.225,0.245
51,supply_adjusted,5.455,0.395,0.595,0.5601851851851852,0.44,0.4862499999999999,5.897774062502474,0.95,13.0,0.014750000000000001,0.165,0.26,0.275,0.3
52,supply_adjusted,5.605,0.38,0.595,0.6048780487804878,0.42,0.45600000000000007,5.839219250001979,0.81,25.0,0.0146,0.205,0.245,0.245,0.305
53,supply_adjusted,5.595,0.38,0.605,0.6231155778894473,0.4,0.5452380952380951,5.790375400001584,0.75,28.0,0.0147,0.19,0.235,0.315,0.26
54,supply_adjusted,5.695,0.37,0.605,0.5915492957746479,0.41,0.5448000000000001,5.7713003200012665,0.87,11.0,0.014450000000000001,0.225,0.25,0.29,0.235
55,supply_adjusted,5.875,0.35,0.625,0.6770833333333334,0.39,0.4361904761904761,5.792040256001014,0.62,19.0,0.013700000000000002,0.245,0.27,0.24,0.245
56,supply_adjusted,5.415,0.395,0.635,0.6470588235294118,0.41,0.46166666666666667,5.716632204800812,0.66,19.0,0.01625,0.215,0.315,0.22,0.25
57,supply_adjusted,6.145,0.32499999999999996,0.605,0.6026785714285714,0.35,0.518695652173913,5.80230576384065,0.89,11.0,0.01545,0.23,0.32,0.225,0.225
58,supply_adjusted,6.455,0.29500000000000004,0.595,0.6322869955156951,0.36,0.51,5.932844611072519,0.82,12.0,0.0146,0.225,0.23,0.275,0.27
59,supply_adjusted,6.475,0.29000000000000004,0.625,0.6367713004484304,0.35,0.5945,6.041275688858016,0.81,25.0,0.014399999999999998,0.21,0.225,0.335,0.23
60,supply_adjusted,5.78,0.36,0.62,0.5663716814159292,0.37,0.516842105263158,5.989020551086412,0.98,11.0,0.01535,0.245,0.285,0.23,0.24
61,supply_adjusted,6.18,0.31999999999999995,0.62,0.5938864628820961,0.35,0.4695238095238094,6.027216440869131,0.93,26.0,0.0148,0.245,0.23,0.27,0.255
62,supply_adjusted,6.095,0.32999999999999996,0.605,0.6036036036036037,0.36,0.5683333333333332,6.040773152695306,0.88,13.0,0.014900000000000004,0.23,0.26,0.255,0.255
63,supply_adjusted,5.685,0.365,0.665,0.6195121951219512,0.37,0.5588235294117646,5.969618522156245,0.78,28.0,0.014700000000000001,0.22,0.26,0.285,0.235
64,supply_adjusted,6.52,0.28,0.68,0.6233766233766234,0.29,0.5005000000000001,6.079694817724995,0.87,17.0,0.01515,0.18,0.27,0.285,0.265
65,supply_adjusted,6.45,0.29000000000000004,0.65,0.6173913043478261,0.3,0.5404545454545454,6.153755854179996,0.88,16.0,0.015050000000000001,0.195,0.255,0.285,0.265
66,supply_adjusted,6.145,0.32499999999999996,0.605,0.6192660550458715,0.38,0.611578947368421,6.152004683343997,0.83,14.0,0.0148,0.215,0.27,0.285,0.23
67,supply_adjusted,6.25,0.31999999999999995,0.55,0.6325581395348837,0.35,0.46047619047619043,6.171603746675198,0.79,20.0,0.014199999999999999,0.155,0.235,0.245,0.365
68,supply_adjusted,5.52,0.39,0.58,0.5951219512195122,0.41,0.4295454545454545,6.041282997340159,0.83,14.0,0.0139,0.23,0.26,0.245,0.265
69,supply_adjusted,6.84,0.255,0.61,0.6866359447004609,0.32,0.5366666666666667,6.201026397872126,0.68,15.0,0.013150000000000002,0.205,0.285,0.265,0.245
70,supply_adjusted,5.835,0.355,0.615,0.602803738317757,0.34,0.484375,6.127821118297702,0.85,15.0,0.016800000000000002,0.195,0.28,0.195,0.33
71,supply_adjusted,6.455,0.29000000000000004,0.645,0.6396396396396397,0.4,0.6299999999999999,6.1932568946381625,0.8,16.0,0.01465,0.245,0.235,0.265,0.255
72,supply_adjusted,6.26,0.31000000000000005,0.64,0.6052631578947368,0.38,0.49700000000000005,6.20660551571053,0.9,18.0,0.014400000000000003,0.22,0.195,0.295,0.29
73,supply_adjusted,6.135,0.32499999999999996,0.615,0.6308411214953271,0.35,0.38199999999999995,6.192284412568424,0.79,17.0,0.014950000000000001,0.22,0.29,0.24,0.25
74,supply_adjusted,6.1,0.32999999999999996,0.6,0.6442307692307693,0.39,0.528,6.173827530054739,0.74,19.0,0.013800000000000003,0.22,0.235,0.29,0.255
75,supply_adjusted,6.04,0.33499999999999996,0.61,0.5990990990990991,0.39,0.46714285714285714,6.147062024043792,0.89,11.0,0.014850000000000002,0.215,0.255,0.275,0.255
76,supply_adjusted,6.19,0.31999999999999995,0.61,0.591304347826087,0.4,0.6021739130434782,6.155649619235034,0.94,14.0,0.013900000000000003,0.285,0.24,0.235,0.24
77,supply_adjusted,6.28,0.31499999999999995,0.57,0.6523809523809524,0.43,0.4519047619047618,6.1805196953880275,0.73,23.0,0.01345,0.165,0.255,0.3,0.28
78,supply_adjusted,5.595,0.375,0.655,0.6313131313131313,0.4,0.5875,6.063415756310421,0.73,17.0,0.015200000000000003,0.235,0.275,0.23,0.26
79,supply_adjusted,6.15,0.31999999999999995,0.65,0.6666666666666666,0.39,0.5231818181818181,6.080732605048338,0.68,16.0,0.0149,0.265,0.24,0.285,0.21
80,supply_adjusted,5.285,0.41000000000000003,0.615,0.59,0.4,0.5195454545454544,5.92158608403867,0.82,11.0,0.015200000000000003,0.245,0.215,0.24,0.3
81,supply_adjusted,6.42,0.30000000000000004,0.58,0.603448275862069,0.34,0.46115384615384614,6.021268867230935,0.92,17.0,0.013600000000000001,0.275,0.225,0.255,0.245
82,supply_adjusted,6.11,0.32499999999999996,0.64,0.6053811659192825,0.36,0.48650000000000004,6.039015093784749,0.88,19.0,0.01545,0.175,0.235,0.29,0.3
83,supply_adjusted,5.795,0.36,0.605,0.6632124352331606,0.4,0.4683333333333334,5.9902120750278005,0.65,26.0,0.0138,0.215,0.245,0.26,0.28
84,supply_adjusted,5.455,0.395,0.595,0.6237113402061856,0.43,0.3675,5.88316966002224,0.73,12.0,0.014650000000000002,0.22,0.235,0.26,0.285
85,supply_adjusted,5.435,0.395,0.615,0.5960591133004927,0.43,0.5204545454545455,5.793535728017792,0.82,12.0,0.0141,0.22,0.25,0.205,0.325
86,supply_adjusted,5.57,0.38,0.63,0.656084656084656,0.45,0.48157894736842094,5.748828582414234,0.65,19.0,0.01405,0.26,0.245,0.235,0.26
87,supply_adjusted,5.23,0.41500000000000004,0.62,0.5652173913043478,0.41,0.5691666666666667,5.645062865931388,0.9,17.0,0.014900000000000002,0.21,0.245,0.265,0.28
88,supply_adjusted,6.025,0.33499999999999996,0.625,0.5518672199170125,0.37,0.5294736842105263,5.72105029274511,1.08,14.0,0.014700000000000003,0.22,0.215,0.25,0.315
89,supply_adjusted,6.405,0.30000000000000004,0.595,0.5737704918032787,0.35,0.47952380952380946,5.857840234196087,1.04,27.0,0.01475,0.275,0.23,0.22,0.275
90,supply_adjusted,6.335,0.30500000000000005,0.615,0.6376146788990825,0.32,0.5509523809523809,5.95327218735687,0.79,25.0,0.015450000000000002,0.25,0.22,0.245,0.285
91,supply_adjusted,6.145,0.32499999999999996,0.605,0.6108597285067874,0.3,0.44548387096774184,5.9916177498854974,0.86,18.0,0.015850000000000003,0.21,0.235,0.24,0.315
92,supply_adjusted,6.495,0.29000000000000004,0.605,0.6311111111111111,0.36,0.4311111111111112,6.092294199908398,0.83,12.0,0.013650000000000002,0.265,0.265,0.25,0.22
93,supply_adjusted,5.765,0.36,0.635,0.6666666666666666,0.4,0.574375,6.026835359926719,0.64,18.0,0.01465,0.24,0.205,0.225,0.33
94,supply_adjusted,5.95,0.345,0.6,0.6150234741784038,0.32,0.4243478260869565,6.0114682879413746,0.82,14.0,0.015549999999999998,0.27,0.23,0.26,0.24
95,supply_adjusted,6.39,0.30000000000000004,0.61,0.611353711790393,0.36,0.5169565217391304,6.0871746303531,0.89,13.0,0.01545,0.175,0.28,0.27,0.275
96,supply_adjusted,7.06,0.235,0.59,0.6296296296296297,0.27,0.5368421052631579,6.28173970428248,0.9,23.0,0.0142,0.28,0.185,0.255,0.28
97,supply_adjusted,6.005,0.33999999999999997,0.595,0.6346153846153846,0.38,0.6104545454545455,6.226391763425986,0.76,17.0,0.014450000000000001,0.24,0.205,0.24,0.315
98,supply_adjusted,6.055,0.32999999999999996,0.645,0.6063348416289592,0.38,0.5642857142857143,6.192113410740787,0.87,19.0,0.014700000000000001,0.23,0.25,0.25,0.27
99,supply_adjusted,5.95,0.345,0.6,0.6208530805687204,0.4,0.5316666666666667,6.14369072859263,0.8,22.0,0.014699999999999998,0.235,0.265,0.27,0.23
100,supply_adjusted,5.905,0.35,0.595,0.6435643564356436,0.39,0.47791666666666666,6.095952582874105,0.72,23.0,0.014100000000000001,0.25,0.26,0.265,0.225
101,supply_adjusted,6.115,0.32499999999999996,0.635,0.6490384615384616,0.33,0.3975,6.0997620662992835,0.73,10.0,0.01465,0.24,0.245,0.265,0.25
102,supply_adjusted,6.04,0.33499999999999996,0.61,0.6157407407407407,0.38,0.5152631578947368,6.087809653039427,0.83,20.0,0.015150000000000002,0.265,0.23,0.25,0.255
103,supply_adjusted,6.425,0.30000000000000004,0.575,0.6194690265486725,0.35,0.40875,6.155247722431543,0.86,12.0,0.01525,0.25,0.265,0.28,0.205
104,supply_adjusted,6.04,0.32999999999999996,0.66,0.6118721461187214,0.42,0.5595238095238095,6.1321981779452335,0.85,23.0,0.0145,0.25,0.235,0.255,0.26
105,supply_adjusted,6.535,0.28500000000000003,0.615,0.6713615023474179,0.33,0.6105263157894736,6.212758542356187,0.7,19.0,0.014450000000000001,0.26,0.255,0.245,0.24
106,supply_adjusted,5.455,0.395,0.595,0.6994219653179191,0.44,0.55,6.06120683388495,0.52,24.0,0.0134,0.28,0.22,0.27,0.23
107,supply_adjusted,5.93,0.35,0.57,0.5909090909090909,0.38,0.4688235294117647,6.03496546710796,0.9,9.0,0.015050000000000001,0.285,0.215,0.255,0.245
108,supply_adjusted,6.235,0.31499999999999995,0.615,0.6523809523809524,0.36,0.5860869565217391,6.074972373686368,0.73,18.0,0.0153,0.24,0.295,0.205,0.26
109,supply_adjusted,6.45,0.29000000000000004,0.65,0.6729857819905213,0.35,0.5110526315789473,6.149977898949096,0.69,22.0,0.014499999999999999,0.225,0.235,0.25,0.29
110,supply_adjusted,6.43,0.30000000000000004,0.57,0.6278026905829597,0.38,0.5184210526315789,6.205982319159277,0.83,8.0,0.013649999999999999,0.23,0.25,0.27,0.25
111,supply_adjusted,5.485,0.39,0.615,0.6039603960396039,0.34,0.44666666666666666,6.061785855327421,0.8,17.0,0.015050000000000003,0.265,0.265,0.205,0.265
112,supply_adjusted,5.805,0.36,0.595,0.649746192893401,0.36,0.4433333333333333,6.010428684261938,0.69,17.0,0.016,0.25,0.18,0.255,0.315
113,supply_adjusted,6.105,0.33499999999999996,0.545,0.6551724137931034,0.42,0.4542857142857143,6.02934294740955,0.7,17.0,0.0146,0.265,0.24,0.285,0.21
114,supply_adjusted,5.98,0.345,0.57,0.6517412935323383,0.45,0.52,6.01947435792764,0.7,12.0,0.0144,0.23,0.29,0.23,0.25
115,supply_adjusted,5.15,0.42500000000000004,0.6,0.6182795698924731,0.37,0.4847368421052631,5.845579486342112,0.71,19.0,0.017100000000000004,0.275,0.2,0.22,0.305
116,supply_adjusted,5.55,0.385,0.6,0.615,0.38,0.5364000000000001,5.78646358907369,0.77,12.0,0.0152,0.24,0.235,0.255,0.27
117,supply_adjusted,5.715,0.365,0.635,0.6018957345971564,0.43,0.5219230769230768,5.772170871258952,0.84,12.0,0.0142,0.23,0.23,0.24,0.3
118,supply_adjusted,6.47,0.29000000000000004,0.63,0.6311111111111111,0.37,0.49050000000000005,5.911736697007161,0.83,15.0,0.0142,0.215,0.27,0.215,0.3
119,supply_adjusted,6.07,0.32999999999999996,0.63,0.6473429951690821,0.36,0.474,5.943389357605729,0.73,17.0,0.014800000000000002,0.24,0.21,0.275,0.275
120,supply_adjusted,5.905,0.355,0.545,0.6113744075829384,0.39,0.3856,5.9357114860845845,0.82,15.0,0.0138,0.255,0.23,0.275,0.24
121,supply_adjusted,5.93,0.345,0.62,0.6150234741784038,0.38,0.4476470588235293,5.934569188867667,0.82,17.0,0.01345,0.255,0.22,0.28,0.245
122,supply_adjusted,6.22,0.32999999999999996,0.48,0.6175115207373272,0.37,0.40473684210526306,5.991655351094135,0.83,17.0,0.01395,0.27,0.27,0.27,0.19
123,supply_adjusted,6.815,0.26,0.585,0.6271186440677966,0.3,0.5294736842105263,6.156324280875308,0.88,17.0,0.0133,0.26,0.26,0.27,0.21
124,supply_adjusted,6.165,0.31999999999999995,0.635,0.6267281105990783,0.37,0.44941176470588223,6.158059424700246,0.81,18.0,0.0152,0.31,0.245,0.17,0.275
125,supply_adjusted,5.835,0.36,0.565,0.6066350710900474,0.39,0.5026086956521739,6.093447539760198,0.83,15.0,0.014450000000000001,0.275,0.235,0.24,0.25
126,supply_adjusted,6.27,0.31499999999999995,0.58,0.6255707762557078,0.43,0.485,6.128758031808158,0.82,15.0,0.013400000000000004,0.225,0.29,0.255,0.23
127,supply_adjusted,5.54,0.39,0.56,0.5781990521327014,0.4,0.37266666666666665,6.011006425446527,0.89,19.0,0.014600000000000002,0.265,0.21,0.26,0.265
128,supply_adjusted,6.815,0.26,0.585,0.6788990825688074,0.31,0.5099999999999999,6.171805140357221,0.7,22.0,0.01425,0.215,0.21,0.29,0.285
129,supply_adjusted,5.76,0.365,0.59,0.5906976744186047,0.43,0.48375,6.089444112285778,0.88,14.0,0.014650000000000002,0.25,0.23,0.25,0.27
130,supply_adjusted,5.945,0.345,0.605,0.5695652173913044,0.35,0.5147826086956521,6.060555289828622,0.99,12.0,0.01565,0.3,0.195,0.265,0.24
131,supply_adjusted,6.025,0.33999999999999997,0.575,0.6255924170616114,0.35,0.5416000000000001,6.0534442318628985,0.79,31.0,0.01395,0.275,0.24,0.215,0.27
132,supply_adjusted,5.775,0.36,0.625,0.6632124352331606,0.44,0.5394117647058824,5.997755385490319,0.65,10.0,0.014400000000000001,0.28,0.25,0.245,0.225
133,supply_adjusted,6.45,0.30000000000000004,0.55,0.6829268292682927,0.39,0.5042105263157893,6.088204308392255,0.65,13.0,0.01345,0.26,0.24,0.24,0.26
134,supply_adjusted,6.39,0.30500000000000005,0.56,0.6984924623115578,0.37,0.464375,6.148563446713804,0.6,10.0,0.0145,0.305,0.24,0.18,0.275
135,supply_adjusted,5.825,0.36,0.575,0.6183574879227053,0.37,0.439090909090909,6.083850757371044,0.79,12.0,0.014049999999999998,0.225,0.23,0.285,0.26
136,supply_adjusted,5.96,0.345,0.59,0.6267942583732058,0.42,0.4155555555555555,6.059080605896836,0.78,9.0,0.013900000000000001,0.26,0.245,0.24,0.255
137,supply_adjusted,6.375,0.30000000000000004,0.625,0.6666666666666666,0.37,0.5063157894736842,6.122264484717468,0.7,20.0,0.015,0.28,0.26,0.185,0.275
138,supply_adjusted,6.245,0.31499999999999995,0.605,0.6650485436893204,0.35,0.5770000000000001,6.146811587773975,0.69,12.0,0.0149,0.235,0.255,0.275,0.235
139,supply_adjusted,6.14,0.31999999999999995,0.66,0.6415094339622641,0.38,0.48625,6.1454492702191805,0.76,12.0,0.013699999999999999,0.26,0.265,0.235,0.24
140,supply_adjusted,6.05,0.33499999999999996,0.6,0.5859030837004405,0.35,0.5210526315789473,6.126359416175344,0.94,12.0,0.014449999999999998,0.3,0.25,0.235,0.215
141,supply_adjusted,6.03,0.33499999999999996,0.62,0.6214953271028038,0.39,0.475,6.107087532940276,0.81,16.0,0.015549999999999998,0.265,0.24,0.205,0.29
142,supply_adjusted,6.2,0.31499999999999995,0.65,0.6523809523809524,0.33,0.5238461538461539,6.125670026352221,0.73,23.0,0.014249999999999999,0.22,0.21,0.225,0.345
143,supply_adjusted,5.505,0.39,0.595,0.6224489795918368,0.45,0.38526315789473686,6.001536021081777,0.74,13.0,0.014399999999999998,0.22,0.28,0.24,0.26
