step,scenario,avg_income,idle_rate,movement_rate,matching_rate,congestion_frequency,avg_heatmap,recent_payoff_mean,avg_queue,expired_orders,rider_concentration_hhi,rider_density_cv,strategy_conservative,strategy_imitator,strategy_crowd_avoider,strategy_explorer
0,baseline,4.605,0.495,0.445,0.7112676056338029,0.53,0.0,5.321000000000001,0.41,0.0,0.012750000000000001,0.5244044240850758,0.21,0.24,0.275,0.275
1,baseline,5.775,0.365,0.575,0.6978021978021978,0.37,0.0,5.4118,0.55,0.0,0.013250000000000003,0.570087712549569,0.25,0.21,0.21,0.33
2,baseline,5.09,0.43999999999999995,0.51,0.5957446808510638,0.46,0.0,5.3474400000000015,0.76,7.0,0.014199999999999999,0.648074069840786,0.23,0.28,0.27,0.22
3,baseline,5.745,0.37,0.555,0.63,0.42,0.0,5.426952000000001,0.74,12.0,0.014400000000000001,0.6633249580710799,0.265,0.25,0.22,0.265
4,baseline,6.275,0.31499999999999995,0.575,0.6088888888888889,0.36,0.0,5.5965616,0.88,20.0,0.01455,0.6745368781616021,0.25,0.26,0.185,0.305
5,baseline,5.425,0.405,0.525,0.5721153846153846,0.4,0.0,5.5622492800000005,0.89,16.0,0.01395,0.6284902544988268,0.225,0.28,0.25,0.245
6,baseline,5.34,0.41500000000000004,0.51,0.5735294117647058,0.41,0.0,5.517799424000001,0.87,23.0,0.015250000000000001,0.724568837309472,0.24,0.265,0.225,0.27
7,baseline,6.345,0.31000000000000005,0.555,0.6026200873362445,0.35,0.0,5.6832395392,0.91,15.0,0.01475,0.689202437604511,0.235,0.285,0.23,0.25
8,baseline,6.26,0.31999999999999995,0.54,0.6570048309178744,0.39,0.0,5.798591631360001,0.71,30.0,0.013850000000000001,0.6204836822995429,0.235,0.28,0.245,0.24
9,baseline,5.98,0.35,0.52,0.625,0.41,0.0,5.834873305088,0.78,18.0,0.01405,0.6363961030678927,0.265,0.24,0.23,0.265
10,baseline,5.175,0.42500000000000004,0.575,0.558252427184466,0.45,0.0,5.702898644070401,0.91,15.0,0.0161,0.7810249675906654,0.265,0.26,0.195,0.28
11,baseline,6.1,0.32999999999999996,0.6,0.6261682242990654,0.42,0.0,5.7823189152563215,0.8,27.0,0.013600000000000003,0.6,0.24,0.29,0.225,0.245
12,baseline,5.315,0.41000000000000003,0.585,0.5700483091787439,0.37,0.0,5.688855132205057,0.89,16.0,0.015,0.7071067811865476,0.265,0.265,0.205,0.265
13,baseline,6.025,0.345,0.525,0.6064814814814815,0.37,0.0,5.756084105764046,0.85,25.0,0.014350000000000002,0.6595452979136459,0.285,0.26,0.2,0.255
14,baseline,5.565,0.395,0.485,0.6302083333333334,0.47,0.0,5.717867284611236,0.71,21.0,0.01355,0.5958187643906492,0.26,0.22,0.255,0.265
15,baseline,4.975,0.44999999999999996,0.525,0.5729166666666666,0.48,0.0,5.56929382768899,0.82,18.0,0.01355,0.5958187643906492,0.245,0.23,0.285,0.24
16,baseline,5.425,0.4,0.575,0.6030150753768844,0.4,0.0,5.540435062151191,0.79,19.0,0.015250000000000001,0.724568837309472,0.245,0.25,0.275,0.23
17,baseline,5.85,0.36,0.55,0.5871559633027523,0.38,0.0,5.602348049720954,0.9,21.0,0.0148,0.6928203230275509,0.235,0.25,0.25,0.265
18,baseline,5.92,0.35,0.58,0.5726872246696035,0.38,0.0,5.665878439776763,0.97,19.0,0.0143,0.6557438524302001,0.2,0.275,0.275,0.25
19,baseline,6.05,0.33999999999999997,0.55,0.6055045871559633,0.37,0.0,5.742702751821411,0.86,28.0,0.0149,0.7,0.25,0.25,0.215,0.285
20,baseline,5.225,0.42000000000000004,0.575,0.5370370370370371,0.4,0.0,5.639162201457128,1.0,19.0,0.014700000000000001,0.6855654600401044,0.25,0.315,0.21,0.225
21,baseline,5.865,0.355,0.585,0.5560344827586207,0.39,0.0,5.684329761165703,1.03,32.0,0.0153,0.7280109889280518,0.28,0.265,0.19,0.265
22,baseline,6.54,0.29000000000000004,0.56,0.6042553191489362,0.35,0.0,5.855463808932562,0.93,20.0,0.014199999999999997,0.648074069840786,0.28,0.27,0.22,0.23
23,baseline,5.825,0.365,0.525,0.6195121951219512,0.44,0.0,5.849371047146051,0.78,28.0,0.013899999999999997,0.6244997998398398,0.275,0.275,0.21,0.24
24,baseline,5.755,0.37,0.545,0.5575221238938053,0.41,0.0,5.83049683771684,1.0,19.0,0.014549999999999999,0.6745368781616021,0.255,0.25,0.275,0.22
25,baseline,5.595,0.39,0.505,0.5570776255707762,0.38,0.0,5.7833974701734725,0.97,21.0,0.0144,0.6633249580710799,0.28,0.245,0.215,0.26
