step,scenario,avg_income,idle_rate,movement_rate,matching_rate,congestion_frequency,avg_heatmap,recent_payoff_mean,avg_queue,expired_orders,rider_concentration_hhi,rider_density_cv,strategy_conservative,strategy_imitator,strategy_crowd_avoider,strategy_explorer
0,baseline,4.695,0.485,0.455,0.7410071942446043,0.5,0.0,5.339000000000001,0.36,0.0,0.013850000000000001,0.6204836822995429,0.245,0.22,0.24,0.295
1,baseline,4.94,0.45499999999999996,0.51,0.5505050505050505,0.42,0.0,5.259200000000001,0.89,0.0,0.01475,0.689202437604511,0.235,0.26,0.27,0.235
2,baseline,6.165,0.32999999999999996,0.535,0.6350710900473934,0.37,0.0,5.440360000000001,0.77,10.0,0.013850000000000003,0.6204836822995429,0.26,0.195,0.25,0.295
3,baseline,5.625,0.38,0.575,0.5849056603773585,0.45,0.0,5.477288000000001,0.88,20.0,0.013700000000000002,0.6082762530298219,0.19,0.25,0.27,0.29
4,baseline,5.61,0.39,0.49,0.5304347826086957,0.43,0.0,5.503830400000002,1.08,18.0,0.013399999999999999,0.5830951894845301,0.27,0.24,0.25,0.24
5,baseline,5.69,0.375,0.56,0.5555555555555556,0.35,0.0,5.54106432,1.0,29.0,0.014150000000000001,0.6442049363362563,0.26,0.23,0.275,0.235
6,baseline,6.6,0.28500000000000003,0.55,0.6842105263157895,0.36,0.0,5.752851456000001,0.66,36.0,0.01285,0.5338539126015656,0.205,0.225,0.255,0.315
7,baseline,5.505,0.39,0.595,0.6559139784946236,0.46,0.0,5.703281164800001,0.64,21.0,0.0141,0.6403124237432849,0.255,0.225,0.31,0.21
8,baseline,5.915,0.35,0.585,0.6132075471698113,0.4,0.0,5.74562493184,0.82,6.0,0.0147,0.6855654600401044,0.225,0.255,0.26,0.26
9,baseline,5.135,0.43000000000000005,0.565,0.5728643216080402,0.44,0.0,5.623499945472002,0.85,15.0,0.0138,0.6164414002968976,0.23,0.28,0.21,0.28
