step,scenario,avg_income,idle_rate,movement_rate,matching_rate,congestion_frequency,avg_heatmap,recent_payoff_mean,avg_queue,expired_orders,rider_concentration_hhi,rider_density_cv,strategy_conservative,strategy_imitator,strategy_crowd_avoider,strategy_explorer
0,demand_only,4.67,0.485,0.48,0.7357142857142858,0.53,0.28,5.3340000000000005,0.37,0.0,0.01475,0.689202437604511,0.27,0.205,0.255,0.27
1,demand_only,6.105,0.33999999999999997,0.495,0.6534653465346535,0.4,0.4125,5.488200000000002,0.7,0.0,0.013699999999999999,0.6082762530298219,0.26,0.28,0.22,0.24
2,demand_only,6.155,0.33499999999999996,0.495,0.6456310679611651,0.42,0.286,5.621560000000001,0.73,7.0,0.01465,0.6819090848492928,0.29,0.215,0.245,0.25
3,demand_only,6.46,0.30000000000000004,0.54,0.6965174129353234,0.36,0.29,5.789248,0.61,17.0,0.014599999999999998,0.6782329983125268,0.27,0.255,0.23,0.245
4,demand_only,6.28,0.31499999999999995,0.57,0.6989795918367347,0.38,0.3625,5.887398400000002,0.59,10.0,0.0144,0.6633249580710799,0.245,0.24,0.265,0.25
5,demand_only,6.245,0.31999999999999995,0.555,0.6415094339622641,0.34,0.33000000000000007,5.958918720000002,0.76,12.0,0.01595,0.7713624310270756,0.265,0.265,0.235,0.235
6,demand_only,5.86,0.36,0.54,0.6037735849056604,0.41,0.298,5.939134976000002,0.84,13.0,0.014450000000000001,0.6670832032063166,0.225,0.19,0.265,0.32
7,demand_only,5.455,0.405,0.495,0.6071428571428571,0.41,0.25399999999999995,5.842307980800001,0.77,15.0,0.01485,0.6964194138592059,0.215,0.21,0.305,0.27
8,demand_only,6.335,0.31000000000000005,0.565,0.6133333333333333,0.34,0.33799999999999997,5.94084638464,0.87,21.0,0.015500000000000002,0.7416198487095663,0.25,0.2,0.29,0.26
9,demand_only,6.075,0.33499999999999996,0.575,0.6157407407407407,0.35,0.3675,5.967677107712001,0.83,18.0,0.014599999999999998,0.6782329983125268,0.22,0.255,0.23,0.295
10,demand_only,5.64,0.375,0.61,0.576036866359447,0.33,0.26833333333333337,5.9021416861696006,0.92,27.0,0.015600000000000001,0.7483314773547883,0.29,0.235,0.245,0.23
11,demand_only,5.745,0.375,0.505,0.5681818181818182,0.43,0.1825,5.870713348935681,0.95,18.0,0.013900000000000001,0.6244997998398398,0.295,0.185,0.285,0.235
