step,scenario,avg_income,idle_rate,movement_rate,matching_rate,congestion_frequency,avg_heatmap,recent_payoff_mean,avg_queue,expired_orders,rider_concentration_hhi,rider_density_cv,strategy_conservative,strategy_imitator,strategy_crowd_avoider,strategy_explorer
0,demand_only,5.435,0.405,0.515,0.7484276729559748,0.46,0.31799999999999995,5.487,0.4,0.0,0.014450000000000001,0.6670832032063166,0.265,0.22,0.255,0.26
1,demand_only,5.145,0.43000000000000005,0.555,0.6514285714285715,0.43,0.26999999999999996,5.4186000000000005,0.61,0.0,0.014150000000000003,0.6442049363362563,0.245,0.21,0.25,0.295
2,demand_only,6.455,0.29500000000000004,0.595,0.6558139534883721,0.32,0.33199999999999996,5.62588,0.74,12.0,0.014849999999999999,0.6964194138592059,0.275,0.18,0.295,0.25
3,demand_only,6.0,0.345,0.55,0.6328502415458938,0.38,0.29399999999999993,5.700704000000001,0.76,14.0,0.014550000000000002,0.6745368781616021,0.24,0.23,0.295,0.235
4,demand_only,5.59,0.385,0.56,0.6758241758241759,0.45,0.31,5.678563200000001,0.59,18.0,0.015050000000000001,0.7106335201775947,0.29,0.205,0.275,0.23
5,demand_only,5.665,0.375,0.585,0.6613756613756614,0.4,0.25000000000000006,5.6758505600000015,0.64,20.0,0.01465,0.6819090848492928,0.265,0.265,0.235,0.235
6,demand_only,6.05,0.345,0.5,0.6009174311926605,0.38,0.27166666666666667,5.750680448000001,0.87,9.0,0.015,0.7071067811865476,0.295,0.195,0.26,0.25
7,demand_only,6.37,0.30500000000000005,0.58,0.6780487804878049,0.42,0.3625,5.8745443584000006,0.66,27.0,0.01485,0.6964194138592059,0.285,0.185,0.31,0.22
8,demand_only,5.66,0.38,0.54,0.5767441860465117,0.42,0.27666666666666667,5.8316354867200015,0.91,17.0,0.014900000000000002,0.7,0.235,0.19,0.3,0.275
9,demand_only,6.13,0.32999999999999996,0.57,0.6090909090909091,0.38,0.28600000000000003,5.891308389376002,0.86,14.0,0.0165,0.806225774829855,0.255,0.23,0.25,0.265
10,demand_only,5.625,0.375,0.625,0.6720430107526881,0.42,0.3375,5.838046711500802,0.61,35.0,0.015150000000000002,0.7176350047203662,0.27,0.235,0.245,0.25
11,demand_only,5.355,0.4,0.645,0.5970149253731343,0.46,0.3975,5.741437369200642,0.81,19.0,0.015899999999999997,0.7681145747868608,0.225,0.255,0.245,0.275
12,demand_only,5.8,0.36,0.6,0.6153846153846154,0.4,0.24500000000000002,5.7531498953605125,0.8,20.0,0.014400000000000001,0.6633249580710799,0.255,0.205,0.23,0.31
13,demand_only,6.005,0.33499999999999996,0.645,0.6927083333333334,0.41,0.262,5.80351991628841,0.59,19.0,0.017400000000000002,0.8602325267042626,0.26,0.22,0.28,0.24
14,demand_only,6.265,0.31000000000000005,0.635,0.6602870813397129,0.31,0.27999999999999997,5.895815933030729,0.71,18.0,0.015500000000000002,0.7416198487095663,0.32,0.2,0.285,0.195
15,demand_only,5.895,0.355,0.555,0.57847533632287,0.4,0.22857142857142854,5.895652746424584,0.94,8.0,0.01585,0.7648529270389177,0.285,0.21,0.245,0.26
