step,scenario,avg_income,idle_rate,movement_rate,matching_rate,congestion_frequency,avg_heatmap,recent_payoff_mean,avg_queue,expired_orders,rider_concentration_hhi,rider_density_cv,strategy_conservative,strategy_imitator,strategy_crowd_avoider,strategy_explorer
0,demand_only,4.855,0.46499999999999997,0.495,0.7181208053691275,0.54,0.21285714285714286,5.371000000000001,0.42,0.0,0.0137,0.6082762530298219,0.255,0.27,0.22,0.255
1,demand_only,6.255,0.31999999999999995,0.545,0.6570048309178744,0.34,0.3300000000000001,5.5478,0.71,0.0,0.0152,0.7211102550927979,0.235,0.25,0.23,0.285
2,demand_only,5.93,0.355,0.52,0.6056338028169014,0.34,0.2271428571428571,5.6242399999999995,0.84,17.0,0.0142,0.648074069840786,0.235,0.24,0.26,0.265
3,demand_only,5.975,0.33999999999999997,0.625,0.6839378238341969,0.35,0.24999999999999997,5.6943920000000015,0.61,16.0,0.014999999999999998,0.7071067811865476,0.245,0.26,0.245,0.25
4,demand_only,5.025,0.43500000000000005,0.625,0.6726190476190477,0.46,0.3125,5.560513600000002,0.55,18.0,0.01525,0.724568837309472,0.245,0.26,0.26,0.235
5,demand_only,5.49,0.395,0.56,0.6269430051813472,0.46,0.18875,5.546410880000001,0.72,13.0,0.014000000000000002,0.6324555320336759,0.235,0.245,0.245,0.275
6,demand_only,5.97,0.345,0.58,0.6649746192893401,0.37,0.33,5.631128704000002,0.66,7.0,0.01475,0.689202437604511,0.255,0.175,0.265,0.305
7,demand_only,5.925,0.35,0.575,0.6914893617021277,0.4,0.286,5.6899029632,0.58,21.0,0.0156,0.7483314773547883,0.26,0.23,0.245,0.265
8,demand_only,5.51,0.39,0.59,0.6524064171122995,0.45,0.23499999999999996,5.653922370560001,0.65,12.0,0.0141,0.6403124237432849,0.22,0.25,0.21,0.32
9,demand_only,6.92,0.25,0.58,0.6756756756756757,0.26,0.338,5.907137896448001,0.72,12.0,0.0156,0.7483314773547883,0.25,0.235,0.26,0.255
10,demand_only,6.37,0.30500000000000005,0.58,0.6435185185185185,0.33,0.26833333333333337,5.999710317158401,0.77,17.0,0.015049999999999997,0.7106335201775947,0.24,0.205,0.23,0.325
11,demand_only,6.36,0.30500000000000005,0.59,0.6714975845410628,0.38,0.24333333333333332,6.07176825372672,0.68,16.0,0.014150000000000001,0.6442049363362563,0.195,0.23,0.255,0.32
12,demand_only,5.085,0.43500000000000005,0.565,0.5916230366492147,0.47,0.22666666666666666,5.8744146029813775,0.78,13.0,0.014700000000000001,0.6855654600401044,0.24,0.26,0.27,0.23
13,demand_only,5.965,0.35,0.535,0.6467661691542289,0.41,0.288,5.892531682385101,0.71,21.0,0.01425,0.6519202405202649,0.255,0.2,0.315,0.23
