step,scenario,avg_income,idle_rate,movement_rate,matching_rate,congestion_frequency,avg_heatmap,recent_payoff_mean,avg_queue,expired_orders,rider_concentration_hhi,rider_density_cv,strategy_conservative,strategy_imitator,strategy_crowd_avoider,strategy_explorer
0,demand_only,4.76,0.47,0.54,0.75177304964539,0.54,0.282,5.352,0.35,0.0,0.0149,0.7,0.255,0.24,0.275,0.23
1,demand_only,5.365,0.41000000000000003,0.535,0.6742857142857143,0.46,0.28,5.3546000000000005,0.57,0.0,0.01445,0.6670832032063166,0.215,0.23,0.285,0.27
2,demand_only,5.37,0.405,0.58,0.6296296296296297,0.45,0.345,5.35768,0.7,6.0,0.01485,0.6964194138592059,0.24,0.25,0.24,0.27
3,demand_only,5.785,0.365,0.565,0.6287128712871287,0.39,0.2533333333333333,5.443144000000002,0.75,20.0,0.014050000000000002,0.6363961030678927,0.255,0.245,0.245,0.255
4,demand_only,5.2,0.42000000000000004,0.6,0.5631067961165048,0.41,0.29,5.394515200000001,0.9,14.0,0.015399999999999997,0.7348469228349535,0.26,0.23,0.255,0.255
5,demand_only,6.735,0.27,0.565,0.6403508771929824,0.32,0.26666666666666666,5.662612160000001,0.82,22.0,0.013749999999999998,0.6123724356957945,0.2,0.26,0.275,0.265
6,demand_only,5.655,0.375,0.595,0.5813953488372093,0.4,0.24999999999999997,5.661089728,0.9,17.0,0.0158,0.7615773105863908,0.215,0.27,0.28,0.235
7,demand_only,6.04,0.33999999999999997,0.56,0.6226415094339622,0.38,0.24500000000000002,5.736871782400001,0.8,25.0,0.01565,0.7516648189186453,0.225,0.255,0.28,0.24
8,demand_only,5.54,0.385,0.61,0.6307692307692307,0.47,0.22499999999999998,5.697497425920001,0.72,20.0,0.015199999999999998,0.7211102550927979,0.235,0.23,0.285,0.25
9,demand_only,5.64,0.37,0.66,0.6237623762376238,0.4,0.2583333333333333,5.6859979407360015,0.76,25.0,0.0165,0.806225774829855,0.19,0.3,0.245,0.265
10,demand_only,5.59,0.385,0.56,0.6089108910891089,0.41,0.278,5.666798352588801,0.79,13.0,0.0152,0.7211102550927979,0.245,0.22,0.27,0.265
11,demand_only,5.74,0.365,0.61,0.6414141414141414,0.43,0.28400000000000003,5.681438682071041,0.71,23.0,0.015499999999999998,0.7416198487095663,0.245,0.26,0.275,0.22
12,demand_only,5.525,0.395,0.525,0.6205128205128205,0.41,0.24333333333333335,5.650150945656833,0.74,22.0,0.014900000000000004,0.7,0.305,0.25,0.2,0.245
13,demand_only,6.34,0.31000000000000005,0.56,0.6244343891402715,0.34,0.27166666666666667,5.7881207565254655,0.83,16.0,0.015000000000000001,0.7071067811865476,0.255,0.22,0.265,0.26
14,demand_only,5.19,0.43000000000000005,0.51,0.6162162162162163,0.51,0.20666666666666664,5.668496605220373,0.71,22.0,0.01355,0.5958187643906492,0.245,0.205,0.305,0.245
15,demand_only,6.055,0.33499999999999996,0.595,0.6333333333333333,0.39,0.316,5.745797284176299,0.77,19.0,0.0153,0.7280109889280518,0.19,0.28,0.265,0.265
16,demand_only,5.08,0.43500000000000005,0.57,0.5794871794871795,0.45,0.27,5.6126378273410396,0.82,17.0,0.01575,0.758287544405155,0.24,0.275,0.23,0.255
17,demand_only,5.64,0.375,0.61,0.628140703517588,0.42,0.288,5.6181102618728325,0.74,27.0,0.014249999999999999,0.6519202405202649,0.205,0.29,0.27,0.235
18,demand_only,6.135,0.33499999999999996,0.515,0.6394230769230769,0.42,0.21999999999999997,5.721488209498266,0.75,20.0,0.013250000000000001,0.570087712549569,0.295,0.26,0.26,0.185
19,demand_only,5.735,0.37,0.565,0.6057692307692307,0.39,0.25166666666666665,5.724190567598613,0.82,18.0,0.015099999999999999,0.714142842854285,0.285,0.25,0.245,0.22
20,demand_only,6.08,0.33999999999999997,0.52,0.6502463054187192,0.36,0.355,5.795352454078891,0.71,21.0,0.0157,0.7549834435270749,0.28,0.305,0.235,0.18
21,demand_only,5.685,0.37,0.615,0.6774193548387096,0.39,0.27399999999999997,5.773281963263112,0.6,22.0,0.016050000000000002,0.7778174593052023,0.21,0.325,0.235,0.23
22,demand_only,5.57,0.385,0.58,0.643979057591623,0.39,0.24166666666666667,5.732625570610491,0.68,14.0,0.01525,0.724568837309472,0.215,0.285,0.275,0.225
23,demand_only,5.53,0.385,0.62,0.5774647887323944,0.4,0.22428571428571423,5.692100456488393,0.9,12.0,0.015,0.7071067811865476,0.18,0.275,0.275,0.27
24,demand_only,5.88,0.355,0.57,0.5584415584415584,0.36,0.27,5.729680365190713,1.02,21.0,0.016800000000000002,0.8246211251235321,0.26,0.23,0.23,0.28
25,demand_only,5.695,0.375,0.555,0.6218905472636815,0.36,0.258,5.722744292152572,0.76,30.0,0.015500000000000002,0.7416198487095663,0.26,0.245,0.245,0.25
26,demand_only,5.925,0.35,0.575,0.6403940886699507,0.37,0.302,5.763195433722058,0.73,24.0,0.014600000000000002,0.6782329983125268,0.215,0.275,0.27,0.24
27,demand_only,5.565,0.39,0.535,0.5893719806763285,0.41,0.25000000000000006,5.723556346977647,0.85,16.0,0.01585,0.7648529270389177,0.275,0.27,0.21,0.245
28,demand_only,5.495,0.395,0.555,0.5654205607476636,0.37,0.36,5.677845077582117,0.93,15.0,0.01635,0.7968688725254613,0.245,0.26,0.285,0.21
29,demand_only,6.33,0.30500000000000005,0.62,0.6289592760180995,0.36,0.32,5.808276062065692,0.82,32.0,0.0149,0.7,0.225,0.29,0.235,0.25
30,demand_only,5.715,0.365,0.635,0.5934579439252337,0.37,0.25166666666666665,5.789620849652556,0.87,19.0,0.015350000000000003,0.7314369419163897,0.19,0.28,0.275,0.255
31,demand_only,6.33,0.31000000000000005,0.57,0.6026200873362445,0.37,0.4025,5.897696679722044,0.91,19.0,0.0143,0.6557438524302001,0.29,0.23,0.23,0.25
32,demand_only,6.49,0.29500000000000004,0.56,0.6103896103896104,0.35,0.3280000000000001,6.016157343777636,0.9,24.0,0.015700000000000002,0.7549834435270749,0.225,0.235,0.295,0.245
33,demand_only,6.06,0.32999999999999996,0.64,0.5851528384279476,0.37,0.31799999999999995,6.024925875022109,0.95,20.0,0.016050000000000002,0.7778174593052023,0.215,0.245,0.275,0.265
34,demand_only,5.74,0.365,0.61,0.6135265700483091,0.41,0.28,5.967940700017687,0.8,28.0,0.014700000000000001,0.6855654600401044,0.22,0.235,0.265,0.28
35,demand_only,5.715,0.365,0.635,0.6076555023923444,0.43,0.2533333333333333,5.91735256001415,0.82,23.0,0.01375,0.6123724356957945,0.18,0.275,0.285,0.26
36,demand_only,6.295,0.31499999999999995,0.555,0.6143497757847534,0.4,0.314,5.99288204801132,0.86,16.0,0.015449999999999998,0.73824115301167,0.21,0.255,0.28,0.255
37,demand_only,6.365,0.30500000000000005,0.585,0.6847290640394089,0.38,0.27999999999999997,6.0673056384090565,0.64,23.0,0.01465,0.6819090848492928,0.245,0.3,0.21,0.245
38,demand_only,6.085,0.33499999999999996,0.565,0.6963350785340314,0.39,0.282,6.070844510727245,0.58,14.0,0.01585,0.7648529270389177,0.235,0.3,0.24,0.225
39,demand_only,4.955,0.44499999999999995,0.595,0.6235955056179775,0.44,0.27599999999999997,5.847675608581796,0.67,18.0,0.0143,0.6557438524302001,0.24,0.285,0.235,0.24
40,demand_only,6.055,0.33499999999999996,0.595,0.7037037037037037,0.43,0.35,5.889140486865438,0.56,18.0,0.0146,0.6782329983125268,0.235,0.265,0.22,0.28
41,demand_only,5.2,0.41500000000000004,0.65,0.6536312849162011,0.42,0.262,5.75131238949235,0.62,8.0,0.016100000000000003,0.7810249675906654,0.135,0.275,0.22,0.37
42,demand_only,5.66,0.37,0.64,0.6057692307692307,0.36,0.32800000000000007,5.73304991159388,0.82,18.0,0.01675,0.8215838362577492,0.27,0.255,0.165,0.31
43,demand_only,6.095,0.32999999999999996,0.605,0.6568627450980392,0.37,0.29,5.805439929275105,0.7,23.0,0.016,0.7745966692414834,0.205,0.26,0.225,0.31
44,demand_only,5.615,0.38,0.585,0.6108374384236454,0.37,0.29400000000000004,5.767351943420084,0.79,14.0,0.01495,0.7035623639735145,0.225,0.25,0.29,0.235
45,demand_only,5.57,0.385,0.58,0.634020618556701,0.44,0.25999999999999995,5.727881554736067,0.71,15.0,0.014650000000000002,0.6819090848492928,0.265,0.27,0.22,0.245
46,demand_only,5.48,0.385,0.67,0.615,0.41,0.24833333333333332,5.678305243788855,0.77,20.0,0.014049999999999998,0.6363961030678927,0.21,0.215,0.285,0.29
47,demand_only,6.2,0.31999999999999995,0.6,0.6181818181818182,0.37,0.314,5.782644195031083,0.84,14.0,0.014799999999999999,0.6928203230275509,0.185,0.25,0.305,0.26
