step,scenario,avg_income,idle_rate,movement_rate,matching_rate,congestion_frequency,avg_heatmap,recent_payoff_mean,avg_queue,expired_orders,rider_concentration_hhi,strategy_conservative,strategy_imitator,strategy_crowd_avoider,strategy_explorer
36,demand_only,5.45,0.4,0.55,0.5825242718446602,0.44,0.25166666666666665,5.858622813362618,0.86,15.0,0.014400000000000003,0.29,0.2,0.225,0.285
37,demand_only,6.285,0.31499999999999995,0.565,0.6492890995260664,0.37,0.24666666666666667,5.9438982506900935,0.74,23.0,0.01515,0.22,0.19,0.275,0.315
38,demand_only,6.47,0.29500000000000004,0.58,0.6588785046728972,0.31,0.322,6.049118600552075,0.73,21.0,0.01605,0.27,0.255,0.225,0.25
39,demand_only,5.265,0.42000000000000004,0.535,0.6137566137566137,0.45,0.2216666666666667,5.8922948804416615,0.73,17.0,0.015000000000000001,0.255,0.215,0.245,0.285
40,demand_only,5.865,0.355,0.585,0.6683937823834197,0.4,0.235,5.88683590435333,0.64,21.0,0.0159,0.25,0.22,0.215,0.315
41,demand_only,5.85,0.36,0.55,0.6564102564102564,0.41,0.2516666666666667,5.879468723482663,0.67,20.0,0.014850000000000004,0.265,0.205,0.275,0.255
42,demand_only,5.47,0.385,0.68,0.643979057591623,0.4,0.272,5.7975749787861295,0.68,12.0,0.01575,0.24,0.27,0.215,0.275
43,demand_only,5.765,0.365,0.585,0.6446700507614214,0.4,0.296,5.791059983028904,0.7,19.0,0.0142,0.285,0.205,0.23,0.28
44,demand_only,6.15,0.32999999999999996,0.55,0.6802030456852792,0.38,0.274,5.862847986423123,0.63,10.0,0.0137,0.265,0.18,0.235,0.32
45,demand_only,5.75,0.365,0.6,0.6479591836734694,0.44,0.30400000000000005,5.840278389138499,0.69,19.0,0.0144,0.265,0.155,0.28,0.3
46,demand_only,6.25,0.31999999999999995,0.55,0.6296296296296297,0.37,0.26,5.922222711310801,0.8,9.0,0.014400000000000001,0.26,0.18,0.255,0.305
47,demand_only,6.1,0.33499999999999996,0.55,0.6100917431192661,0.37,0.30999999999999994,5.95777816904864,0.85,17.0,0.015550000000000003,0.28,0.2,0.21,0.31
48,demand_only,5.355,0.4,0.645,0.5970149253731343,0.44,0.27,5.8372225352389115,0.81,19.0,0.01625,0.175,0.2,0.23,0.395
49,demand_only,6.435,0.30000000000000004,0.565,0.6167400881057269,0.31,0.29333333333333333,5.95677802819113,0.87,30.0,0.01575,0.25,0.195,0.26,0.295
50,demand_only,5.635,0.38,0.565,0.6108374384236454,0.36,0.23,5.8924224225529045,0.79,22.0,0.0145,0.245,0.23,0.29,0.235
51,demand_only,6.15,0.32499999999999996,0.6,0.6650246305418719,0.38,0.365,5.943937938042325,0.68,22.0,0.01495,0.265,0.17,0.24,0.325
52,demand_only,5.915,0.345,0.635,0.6858638743455497,0.37,0.3375,5.938150350433859,0.6,12.0,0.014349999999999998,0.225,0.26,0.21,0.305
53,demand_only,5.98,0.33999999999999997,0.62,0.6875,0.35,0.36,5.946520280347088,0.6,12.0,0.01545,0.23,0.23,0.24,0.3
54,demand_only,5.945,0.35,0.555,0.6914893617021277,0.4,0.3525,5.94621622427767,0.58,13.0,0.014500000000000002,0.25,0.25,0.23,0.27
55,demand_only,5.095,0.43000000000000005,0.605,0.6096256684491979,0.41,0.29,5.775972979422136,0.73,16.0,0.015300000000000001,0.255,0.225,0.25,0.27
56,demand_only,6.27,0.31499999999999995,0.58,0.6586538461538461,0.37,0.245,5.874778383537709,0.71,12.0,0.01475,0.245,0.175,0.235,0.345
57,demand_only,5.975,0.35,0.525,0.6280193236714976,0.36,0.304,5.894822706830168,0.77,16.0,0.014799999999999999,0.255,0.225,0.23,0.29
58,demand_only,6.33,0.31499999999999995,0.52,0.6199095022624435,0.37,0.23999999999999996,5.981858165464135,0.84,24.0,0.015300000000000001,0.23,0.255,0.255,0.26
59,demand_only,6.65,0.28500000000000003,0.5,0.5909090909090909,0.35,0.2916666666666667,6.115486532371308,0.99,17.0,0.014700000000000003,0.21,0.225,0.275,0.29
60,demand_only,6.185,0.31999999999999995,0.615,0.6017699115044248,0.38,0.24833333333333335,6.129389225897046,0.9,22.0,0.01485,0.225,0.205,0.255,0.315
61,demand_only,6.76,0.27,0.54,0.6083333333333333,0.33,0.2866666666666667,6.255511380717637,0.94,22.0,0.014600000000000002,0.23,0.195,0.295,0.28
62,demand_only,6.25,0.31000000000000005,0.65,0.6106194690265486,0.39,0.24333333333333332,6.254409104574111,0.88,14.0,0.014199999999999999,0.185,0.235,0.26,0.32
63,demand_only,6.345,0.30000000000000004,0.655,0.6167400881057269,0.37,0.26666666666666666,6.272527283659287,0.87,21.0,0.01495,0.245,0.185,0.25,0.32
64,demand_only,5.82,0.36,0.58,0.5898617511520737,0.37,0.29400000000000004,6.18202182692743,0.89,17.0,0.0149,0.24,0.21,0.235,0.315
65,demand_only,6.615,0.28500000000000003,0.535,0.6713615023474179,0.35,0.24666666666666665,6.268617461541944,0.7,24.0,0.014150000000000003,0.28,0.195,0.21,0.315
66,demand_only,6.29,0.31000000000000005,0.61,0.6244343891402715,0.36,0.34199999999999997,6.2728939692335555,0.83,20.0,0.01485,0.24,0.245,0.215,0.3
67,demand_only,5.58,0.385,0.57,0.6275510204081632,0.4,0.3075,6.134315175386846,0.73,10.0,0.0146,0.245,0.19,0.245,0.32
68,demand_only,5.73,0.37,0.57,0.7241379310344828,0.43,0.24999999999999997,6.053452140309477,0.48,24.0,0.015200000000000002,0.23,0.19,0.26,0.32
69,demand_only,5.695,0.37,0.605,0.6268656716417911,0.43,0.326,5.9817617122475815,0.75,10.0,0.01615,0.205,0.235,0.27,0.29
70,demand_only,6.2,0.32499999999999996,0.55,0.6,0.38,0.23714285714285713,6.025409369798065,0.9,16.0,0.015,0.24,0.18,0.265,0.315
71,demand_only,6.03,0.33999999999999997,0.57,0.6255924170616114,0.41,0.3475,6.026327495838452,0.79,18.0,0.01415,0.295,0.19,0.235,0.28
72,demand_only,6.33,0.31499999999999995,0.52,0.631336405529954,0.35,0.33,6.087061996670761,0.8,27.0,0.014400000000000001,0.225,0.19,0.29,0.295
73,demand_only,6.705,0.275,0.545,0.606694560669456,0.32,0.2833333333333333,6.21064959733661,0.94,11.0,0.014499999999999999,0.29,0.235,0.225,0.25
74,demand_only,6.925,0.245,0.625,0.5875486381322957,0.29,0.35800000000000004,6.353519677869289,1.06,16.0,0.015700000000000002,0.24,0.275,0.235,0.25
75,demand_only,6.65,0.275,0.6,0.6277056277056277,0.32,0.3925,6.4128157422954315,0.86,32.0,0.0159,0.22,0.26,0.275,0.245
76,demand_only,6.22,0.32499999999999996,0.53,0.5672268907563025,0.37,0.28833333333333333,6.374252593836345,1.03,21.0,0.014450000000000001,0.25,0.22,0.29,0.24
77,demand_only,6.04,0.33999999999999997,0.56,0.5365853658536586,0.37,0.265,6.307402075069076,1.14,16.0,0.015350000000000003,0.26,0.265,0.265,0.21
78,demand_only,6.06,0.33999999999999997,0.54,0.6197183098591549,0.37,0.325,6.257921660055261,0.81,31.0,0.013850000000000001,0.23,0.24,0.275,0.255
79,demand_only,6.18,0.32499999999999996,0.57,0.6617647058823529,0.38,0.308,6.24233732804421,0.69,31.0,0.0134,0.24,0.205,0.28,0.275
80,demand_only,6.335,0.30500000000000005,0.615,0.6150442477876106,0.37,0.4175,6.260869862435368,0.87,10.0,0.014750000000000003,0.215,0.235,0.235,0.315
81,demand_only,5.535,0.39,0.565,0.6009852216748769,0.42,0.27799999999999997,6.115695889948295,0.81,23.0,0.014249999999999999,0.26,0.215,0.215,0.31
82,demand_only,5.86,0.355,0.59,0.6417910447761194,0.38,0.20285714285714282,6.064556711958635,0.72,22.0,0.014499999999999999,0.215,0.245,0.265,0.275
83,demand_only,5.73,0.37,0.57,0.6237623762376238,0.4,0.296,5.997645369566909,0.76,18.0,0.015500000000000005,0.175,0.295,0.255,0.275
84,demand_only,5.695,0.38,0.505,0.6775956284153005,0.42,0.21499999999999997,5.937116295653527,0.59,22.0,0.014750000000000001,0.245,0.24,0.22,0.295
85,demand_only,5.675,0.375,0.575,0.6127450980392157,0.46,0.2683333333333333,5.884693036522822,0.79,16.0,0.0159,0.225,0.2,0.285,0.29
86,demand_only,6.0,0.345,0.55,0.5954545454545455,0.38,0.316,5.907754429218257,0.89,17.0,0.014099999999999998,0.245,0.28,0.27,0.205
87,demand_only,5.81,0.355,0.64,0.6142857142857143,0.4,0.288,5.8882035433746065,0.81,23.0,0.014650000000000002,0.24,0.23,0.295,0.235
88,demand_only,5.955,0.345,0.595,0.6121495327102804,0.37,0.21857142857142858,5.901562834699685,0.83,20.0,0.014549999999999999,0.165,0.315,0.26,0.26
89,demand_only,5.72,0.365,0.63,0.6446700507614214,0.4,0.27399999999999997,5.865250267759747,0.7,23.0,0.013650000000000002,0.24,0.255,0.25,0.255
90,demand_only,5.91,0.35,0.59,0.6310679611650486,0.41,0.31000000000000005,5.874200214207799,0.76,19.0,0.0142,0.29,0.225,0.22,0.265
91,demand_only,5.755,0.37,0.545,0.5625,0.44,0.23285714285714282,5.85036017136624,0.98,15.0,0.01505,0.245,0.265,0.265,0.225
92,demand_only,6.315,0.31000000000000005,0.585,0.5948275862068966,0.34,0.32600000000000007,5.943288137092992,0.94,29.0,0.0154,0.29,0.25,0.19,0.27
93,demand_only,5.84,0.355,0.61,0.5733333333333334,0.4,0.19375,5.922630509674393,0.96,24.0,0.016550000000000006,0.245,0.235,0.255,0.265
94,demand_only,5.905,0.355,0.545,0.5682819383259912,0.36,0.2533333333333333,5.919104407739514,0.98,21.0,0.0159,0.275,0.21,0.23,0.285
95,demand_only,5.955,0.35,0.545,0.5652173913043478,0.4,0.318,5.926283526191612,1.0,27.0,0.014249999999999999,0.29,0.2,0.26,0.25
96,demand_only,5.895,0.35,0.605,0.6103286384976526,0.39,0.3425,5.920026820953289,0.83,24.0,0.01545,0.215,0.235,0.195,0.355
97,demand_only,5.54,0.39,0.56,0.61,0.41,0.288,5.844021456762632,0.78,27.0,0.0153,0.255,0.205,0.23,0.31
98,demand_only,6.585,0.28500000000000003,0.565,0.6529680365296804,0.31,0.32600000000000007,5.992217165410107,0.76,22.0,0.01555,0.31,0.25,0.25,0.19
99,demand_only,5.855,0.355,0.595,0.6084905660377359,0.38,0.31200000000000006,5.964773732328085,0.83,20.0,0.015700000000000002,0.24,0.25,0.22,0.29
100,demand_only,5.64,0.385,0.51,0.5747663551401869,0.4,0.25000000000000006,5.899818985862468,0.91,19.0,0.014350000000000002,0.305,0.22,0.23,0.245
101,demand_only,5.935,0.35,0.565,0.6280193236714976,0.42,0.27399999999999997,5.906855188689975,0.77,21.0,0.0147,0.23,0.21,0.27,0.29
102,demand_only,6.425,0.30000000000000004,0.575,0.6451612903225806,0.34,0.41,6.010484150951979,0.77,24.0,0.014250000000000002,0.26,0.22,0.28,0.24
103,demand_only,5.67,0.37,0.63,0.6086956521739131,0.39,0.292,5.942387320761584,0.81,16.0,0.018,0.205,0.23,0.27,0.295
104,demand_only,5.595,0.375,0.655,0.6613756613756614,0.38,0.262,5.872909856609267,0.64,23.0,0.0167,0.185,0.27,0.22,0.325
105,demand_only,5.605,0.375,0.645,0.6097560975609756,0.39,0.33000000000000007,5.819327885287414,0.8,24.0,0.016600000000000004,0.235,0.285,0.245,0.235
106,demand_only,6.085,0.32999999999999996,0.615,0.6063348416289592,0.35,0.304,5.872462308229932,0.87,11.0,0.015000000000000001,0.25,0.255,0.235,0.26
107,demand_only,5.96,0.345,0.59,0.6582914572864321,0.42,0.34,5.889969846583946,0.68,24.0,0.014850000000000002,0.28,0.275,0.215,0.23
108,demand_only,6.15,0.31999999999999995,0.65,0.6732673267326733,0.37,0.3875,5.941975877267157,0.66,21.0,0.01475,0.26,0.21,0.28,0.25
109,demand_only,5.49,0.395,0.56,0.6685082872928176,0.39,0.33,5.851580701813726,0.6,17.0,0.014750000000000001,0.26,0.185,0.33,0.225
110,demand_only,5.945,0.35,0.555,0.6532663316582915,0.43,0.306,5.870264561450981,0.69,14.0,0.01475,0.235,0.225,0.29,0.25
111,demand_only,4.93,0.44499999999999995,0.62,0.5721649484536082,0.44,0.23666666666666672,5.682211649160786,0.83,17.0,0.014900000000000002,0.255,0.255,0.23,0.26
112,demand_only,6.63,0.27,0.67,0.6212765957446809,0.38,0.338,5.871769319328629,0.89,17.0,0.0142,0.235,0.23,0.26,0.275
113,demand_only,5.985,0.345,0.565,0.5900900900900901,0.44,0.21999999999999997,5.894415455462902,0.91,21.0,0.015150000000000002,0.215,0.26,0.245,0.28
114,demand_only,6.715,0.265,0.635,0.665158371040724,0.3,0.308,6.058532364370321,0.74,24.0,0.01525,0.255,0.235,0.26,0.25
115,demand_only,6.2,0.31999999999999995,0.6,0.6325581395348837,0.32,0.26666666666666666,6.086825891496257,0.79,19.0,0.015150000000000002,0.22,0.315,0.24,0.225
116,demand_only,6.615,0.27,0.685,0.6347826086956522,0.32,0.338,6.192460713197006,0.84,18.0,0.016399999999999998,0.235,0.28,0.22,0.265
117,demand_only,5.58,0.385,0.57,0.6180904522613065,0.46,0.272,6.069968570557605,0.76,21.0,0.0155,0.235,0.245,0.235,0.285
118,demand_only,5.9,0.35,0.6,0.7065217391304348,0.37,0.272,6.035974856446085,0.54,28.0,0.0142,0.225,0.26,0.24,0.275
119,demand_only,5.8,0.36,0.6,0.6464646464646465,0.4,0.2242857142857142,5.988779885156868,0.7,13.0,0.015,0.285,0.205,0.235,0.275
120,demand_only,6.265,0.31499999999999995,0.585,0.6431924882629108,0.37,0.30800000000000005,6.044023908125495,0.76,11.0,0.01515,0.26,0.21,0.265,0.265
121,demand_only,6.05,0.33499999999999996,0.6,0.6683417085427136,0.37,0.365,6.045219126500396,0.66,23.0,0.015350000000000003,0.215,0.205,0.285,0.295
122,demand_only,5.505,0.395,0.545,0.6237113402061856,0.4,0.36,5.937175301200317,0.73,16.0,0.0162,0.305,0.18,0.265,0.25
123,demand_only,5.985,0.345,0.565,0.6009174311926605,0.4,0.23428571428571424,5.946740240960255,0.87,19.0,0.0142,0.275,0.205,0.26,0.26
124,demand_only,6.34,0.31000000000000005,0.56,0.6216216216216216,0.38,0.30999999999999994,6.025392192768204,0.84,20.0,0.0148,0.23,0.22,0.23,0.32
125,demand_only,6.11,0.33499999999999996,0.54,0.5807860262008734,0.36,0.34,6.042313754214563,0.96,25.0,0.015100000000000002,0.275,0.195,0.26,0.27
126,demand_only,5.82,0.36,0.58,0.5688888888888889,0.39,0.304,5.997851003371651,0.97,23.0,0.0159,0.255,0.215,0.26,0.27
127,demand_only,5.76,0.365,0.59,0.6225490196078431,0.4,0.284,5.95028080269732,0.77,35.0,0.015350000000000003,0.265,0.185,0.27,0.28
128,demand_only,6.615,0.28,0.585,0.676056338028169,0.36,0.314,6.083224642157856,0.69,21.0,0.01385,0.24,0.265,0.235,0.26
129,demand_only,6.525,0.29000000000000004,0.575,0.6068376068376068,0.37,0.30333333333333334,6.1715797137262856,0.92,17.0,0.0137,0.26,0.25,0.215,0.275
130,demand_only,6.44,0.30000000000000004,0.56,0.625,0.36,0.3,6.225263770981029,0.84,18.0,0.0141,0.25,0.185,0.275,0.29
131,demand_only,5.7,0.37,0.6,0.6268656716417911,0.4,0.35,6.1202110167848245,0.75,23.0,0.014849999999999999,0.19,0.23,0.25,0.33
132,demand_only,6.02,0.33999999999999997,0.58,0.6197183098591549,0.37,0.31,6.100168813427858,0.81,17.0,0.015349999999999999,0.3,0.195,0.245,0.26
133,demand_only,6.105,0.32999999999999996,0.595,0.6090909090909091,0.34,0.316,6.101135050742287,0.86,19.0,0.01415,0.265,0.24,0.175,0.32
134,demand_only,6.275,0.31499999999999995,0.575,0.5905172413793104,0.34,0.23571428571428568,6.135908040593831,0.95,19.0,0.0155,0.265,0.26,0.235,0.24
135,demand_only,6.39,0.30500000000000005,0.56,0.5914893617021276,0.31,0.30800000000000005,6.186726432475065,0.96,14.0,0.01405,0.275,0.275,0.225,0.225
136,demand_only,6.55,0.28500000000000003,0.6,0.6111111111111112,0.33,0.26666666666666666,6.259381145980051,0.91,22.0,0.013750000000000002,0.23,0.215,0.31,0.245
137,demand_only,6.59,0.28500000000000003,0.56,0.6842105263157895,0.35,0.28600000000000003,6.325504916784042,0.66,25.0,0.01325,0.225,0.23,0.26,0.285
138,demand_only,5.655,0.38,0.545,0.6294416243654822,0.45,0.24333333333333332,6.191403933427234,0.73,15.0,0.013349999999999997,0.29,0.2,0.235,0.275
139,demand_only,5.48,0.39,0.62,0.5727699530516432,0.43,0.25500000000000006,6.049123146741788,0.91,13.0,0.014799999999999997,0.185,0.275,0.315,0.225
140,demand_only,6.05,0.33999999999999997,0.55,0.631578947368421,0.39,0.28400000000000003,6.04929851739343,0.77,24.0,0.015000000000000001,0.22,0.225,0.315,0.24
141,demand_only,6.02,0.33999999999999997,0.58,0.616822429906542,0.36,0.26166666666666666,6.043438813914745,0.82,20.0,0.015099999999999999,0.2,0.225,0.28,0.295
142,demand_only,6.045,0.33499999999999996,0.605,0.6157407407407407,0.37,0.3,6.043751051131795,0.83,16.0,0.015500000000000002,0.245,0.215,0.225,0.315
143,demand_only,6.175,0.31999999999999995,0.625,0.5964912280701754,0.36,0.326,6.070000840905437,0.92,18.0,0.015899999999999997,0.2,0.285,0.27,0.245
