step,scenario,avg_income,idle_rate,movement_rate,matching_rate,congestion_frequency,avg_heatmap,recent_payoff_mean,avg_queue,expired_orders,rider_concentration_hhi,rider_density_cv,strategy_conservative,strategy_imitator,strategy_crowd_avoider,strategy_explorer
0,demand_only,5.24,0.42000000000000004,0.56,0.7388535031847133,0.5,0.22428571428571428,5.448,0.41,0.0,0.01405,0.6363961030678927,0.25,0.215,0.29,0.245
1,demand_only,5.965,0.35,0.535,0.6770833333333334,0.41,0.3775,5.551400000000001,0.62,0.0,0.014350000000000002,0.6595452979136459,0.28,0.21,0.26,0.25
2,demand_only,5.505,0.395,0.545,0.6142131979695431,0.43,0.29400000000000004,5.54212,0.76,12.0,0.0142,0.648074069840786,0.275,0.195,0.285,0.245
3,demand_only,6.015,0.345,0.535,0.6179245283018868,0.4,0.3,5.6366960000000015,0.81,14.0,0.014250000000000004,0.6519202405202649,0.25,0.255,0.265,0.23
4,demand_only,6.645,0.28500000000000003,0.505,0.6620370370370371,0.32,0.316,5.8383568000000015,0.73,23.0,0.014499999999999999,0.6708203932499369,0.285,0.21,0.275,0.23
5,demand_only,6.335,0.31499999999999995,0.515,0.6462264150943396,0.35,0.306,5.937685440000001,0.75,14.0,0.0141,0.6403124237432849,0.225,0.27,0.26,0.245
6,demand_only,6.13,0.33499999999999996,0.52,0.5859030837004405,0.39,0.28,5.976148352,0.94,16.0,0.014100000000000001,0.6403124237432849,0.29,0.21,0.28,0.22
7,demand_only,5.585,0.385,0.565,0.6029411764705882,0.43,0.26200000000000007,5.897918681600001,0.81,21.0,0.01415,0.6442049363362563,0.26,0.25,0.25,0.24
8,demand_only,5.35,0.41500000000000004,0.5,0.6190476190476191,0.46,0.22333333333333336,5.788334945280001,0.72,26.0,0.013750000000000002,0.6123724356957945,0.305,0.215,0.23,0.25
9,demand_only,6.065,0.33999999999999997,0.535,0.676923076923077,0.43,0.29000000000000004,5.843667956224001,0.63,22.0,0.014950000000000001,0.7035623639735145,0.26,0.225,0.25,0.265
10,demand_only,6.055,0.32999999999999996,0.645,0.6203703703703703,0.38,0.332,5.885934364979201,0.82,13.0,0.014750000000000001,0.689202437604511,0.26,0.24,0.27,0.23
11,demand_only,5.73,0.375,0.52,0.5813953488372093,0.42,0.2185714285714285,5.8547474919833595,0.9,20.0,0.013999999999999999,0.6324555320336759,0.29,0.195,0.27,0.245
12,demand_only,5.805,0.355,0.645,0.5443037974683544,0.37,0.2716666666666666,5.844797993586688,1.08,16.0,0.01455,0.6745368781616021,0.225,0.28,0.275,0.22
13,demand_only,6.165,0.32499999999999996,0.585,0.6164383561643836,0.33,0.2859999999999999,5.908838394869352,0.84,32.0,0.014750000000000003,0.689202437604511,0.27,0.19,0.235,0.305
14,demand_only,6.04,0.33999999999999997,0.56,0.5617021276595745,0.4,0.2783333333333334,5.935070715895481,1.03,16.0,0.0135,0.5916079783099616,0.285,0.23,0.25,0.235
15,demand_only,5.98,0.345,0.57,0.5796460176991151,0.37,0.24666666666666667,5.944056572716386,0.95,25.0,0.0145,0.6708203932499369,0.29,0.185,0.29,0.235
16,demand_only,6.51,0.29000000000000004,0.59,0.6666666666666666,0.36,0.304,6.057245258173109,0.71,34.0,0.015149999999999999,0.7176350047203662,0.245,0.22,0.23,0.305
17,demand_only,6.06,0.33999999999999997,0.54,0.6700507614213198,0.39,0.24666666666666665,6.057796206538487,0.65,22.0,0.014449999999999998,0.6670832032063166,0.285,0.175,0.27,0.27
18,demand_only,5.64,0.38,0.56,0.6019417475728155,0.4,0.312,5.974236965230789,0.82,15.0,0.0153,0.7280109889280518,0.25,0.215,0.27,0.265
19,demand_only,5.755,0.365,0.595,0.5906976744186047,0.42,0.312,5.930389572184631,0.88,23.0,0.0165,0.806225774829855,0.255,0.255,0.27,0.22
